-28:26 | XeniVari: 待機🐻‍❄🍀
2:10:50 | Nasty Yukari: Uh oh
2:11:00 | thelastshinobi56: edgy kids
2:11:03 | Jackku Chan: We never fought as kids, so violent
2:11:08 | Shippo: unpoggn't
2:11:53 | Nasty Yukari: continue
2:12:42 | max r: ⛪
2:13:01 | Shippo: ⛪
2:13:03 | coba cobra: lol
2:13:10 | Sunspots: Blame the chuuni, classic
2:13:13 | Verijero: kek
2:13:28 | Ekusupuroshon: But bears smell each other right?
2:13:54 | White Wyvern: time for some bible reps 🙏
2:14:00 | Nasty Yukari: It is Sunday (in JST) after all
2:14:09 | Verijero: going to mass with aubrey...
2:14:11 | TWAIN: maybe heal before getting into another battle?
2:14:25 | Jackku Chan: I'd Massage Aubrey all right
2:14:28 | Hanabi: I don't think you heal after battles so it might be a good idea to heal while in the overworld in case an important fight comes up
2:14:50 | Verijero: heal at the pikuniku
2:14:53 | Rye Mountain: no justice for otaku
2:15:01 | 92Pesonen: You can only heal with medkits/ band aids in real life
2:15:25 | Jackku Chan: Beatani doesn't believe in healing or violence
2:15:28 | TWAIN: brave bear needs no more than 1 hp
2:16:30 | max r: church -->> go down all the way, then left all the way
2:17:03 | 92Pesonen: you might have to do some part time jobs at the store
2:17:05 | MBmasher: thats the unfortunate reality of life
2:17:12 | 92Pesonen: to earn cash of course
2:17:13 | Verijero: ah i see
2:17:18 | Verijero: i thought there was one at the park
2:17:45 | 92Pesonen: + recycling trash
2:18:01 | MBmasher: oh its this part
2:18:06 | Ekusupuroshon: Rejoice young one, your wish has become true.
2:18:15 | Verijero: sermon = bible reading i think
2:18:21 | Rye Mountain: Sermon = religious meeting
2:18:34 | Jackku Chan: Sermon = Religious activity
2:18:35 | Nasty Yukari: sermon is kaigi, speech, or something like that
2:18:40 | Kuyashii: Church service
2:18:42 | Megiddo: sermon religious lecture
2:18:49 | Hanabi: sermon - speech (usually used in religious conversation)
2:18:58 | Nasty Yukari: Basically can't interrupt them, I think that's the point
2:19:06 | Nasty Yukari: Or be really quiet
2:19:34 | imalittle cupcake: Soft bear whispers...
2:19:34 | max r: pew - church bench
2:19:37 | Suukotto Funsha: seat
2:19:43 | Zlayer: pew = bench
2:19:43 | Nasty Yukari: Church ASMR
2:19:44 | Jackku Chan: pew = bench
2:19:45 | hohoemikuma: pewww
2:19:52 | Hanabi: pew - seat (church)
2:20:06 | max r: it is only used for bench in church, pronounciation is correct
2:20:09 | hohoemikuma: yah!
2:20:10 | Idle Bear: yes
2:20:11 | Zlayer: yes, good pronunciation.
2:20:12 | Zhnigo: yes 
2:20:14 | hohoemikuma: pyuu
2:20:14 | Suukotto Funsha: yeah that'scorrect
2:20:16 | darian mackrell: yes
2:20:16 | cycochaos2: yes
2:20:17 | Zlayer: pews are only in churches
2:20:18 | imalittle cupcake: Yah, that's correct
2:20:19 | Sunspots: I've never heard that word in my life
2:20:19 | Kuyashii: yes
2:20:20 | Hanabi: pew is a very specific kind of bench only used at churches
2:20:23 | Megiddo: correct
2:20:26 | james heller: very good!
2:20:30 | imalittle cupcake: Yeah, church bench is pew
2:20:37 | Zhnigo: it is somewhat funny
2:20:39 | .sandrio: yeah i was about to ask, is it used anywhere outside of churches?
2:20:54 | Megiddo: no
2:20:56 | 77Yuja_: oh like a church pew
2:21:03 | thelastshinobi56: pew pew
2:21:05 | Megiddo: well also funeral homes I guess
2:21:31 | Fake Name: Old English words are all funny like that
2:21:49 | MBmasher: oh no....
2:21:55 | max r: 😢
2:21:58 | Ekusupuroshon: YABAI
2:21:58 | Zeng: wow
2:22:02 | hohoemikuma: nooo
2:22:06 | coba cobra: no...
2:22:06 | CantDood: wait what
2:22:08 | Jackku Chan: Mari shinde...
2:22:13 | .sandrio: i cant believe mari died...
2:22:18 | Suukotto Funsha: no, not Mari
2:22:19 | Sunspots: Marineros...
2:22:20 | 92Pesonen: Mari.. 😢 Omori/ beatan's sister..
2:22:22 | Ekusupuroshon: kono hito de nashi
2:22:22 | Jackku Chan: No more pero pero Mari..
2:22:28 | Fake Name: >look it up >actually pew is French
2:22:28 | Stray Wolf: Mari ga shinda
2:22:29 | hohoemikuma: :*(
2:22:29 | Shippo: here we go
2:22:47 | HashSlash: 😞
2:22:47 | imalittle cupcake: This bear bounces back quickly
2:23:18 | Shippo: boy oh boy i can't wait for her reaction to the endgame twist
2:23:59 | Verijero: aubrey is cute
2:25:17 | Jackku Chan: Aubrey is a Chuuni..
2:25:21 | SpaceTalon: this game is both spooky and creepy
2:25:29 | max r: sad
2:25:37 | Hanabi: she seems to be handling that stab wound pretty well honestly
2:26:10 | Sunspots: Menhera pls
2:26:11 | Zhnigo: church fight LETSGOOO
2:26:26 | TWAIN: yab
2:26:41 | Atomized Atomizer: way to go kel
2:26:43 | Tachi: Aubrey is such a bully
2:27:02 | thelastshinobi56: She has a point
2:27:19 | Sunspots: Bold words for the lady with the nail bat
2:27:20 | max r: kel took the knife away so it's ok
2:27:25 | james heller: beatani is evil
2:27:29 | ellescer: lads... I'm getting filtered by this game
2:27:34 | Ekusupuroshon: Beatan is menhera
2:27:42 | CantDood: poor christian just wanna pray in peace
2:27:47 | TWAIN: here comes the 1hp
2:27:50 | Jackku Chan: She took her bat to the church.
2:27:52 | Jackku Chan: Wew
2:27:53 | Suukotto Funsha: Fighting again but no knife
2:27:53 | Tianfang's Adventures: oh no
2:27:57 | Verijero: that face
2:28:02 | Nasty Yukari: Not a peaceful meeting anymore
2:28:09 | thelastshinobi56: You're in a church so it's fine
2:28:17 | ノイド: cute belly button
2:28:18 | Atomized Atomizer: not in front of the priest!
2:28:20 | Nasty Yukari: Who cares?
2:28:31 | 92Pesonen: trust in the power of friendship!- nevermind youre screwed
2:29:03 | thelastshinobi56: daddy issues confirmed
2:29:12 | るむ: those are the other people in church talking
2:29:18 | max r: that was voice of someone in church
2:29:27 | Jackku Chan: Yeah it's the church people
2:29:28 | Fake Name: Other people in church
2:29:29 | SpaceTalon: people in church talking
2:29:34 | Zeng: this was a terrible idea
2:29:34 | Tachi: Other people in church were talking about her
2:29:35 | Hanabi: the voices are the other people in church I think
2:29:36 | Verijero: miscelaneous people
2:29:49 | Tianfang's Adventures: At least it can't get worse
2:29:51 | Jackku Chan: Kel not reading the atmosphere still helped
2:30:25 | Ekusupuroshon: Smol smol Aubrey house
2:30:32 | SpaceTalon: why do the colors look so different out of a sudden
2:30:35 | max r: maybe we can find some ramen to eat in the trash can
2:30:37 | るむ: lol
2:30:41 | Fake Name: Kel what the heck
2:30:46 | Stray Wolf: hentai
2:30:46 | .sandrio: gomiyashiki lmao
2:30:47 | Hanabi: TRASH CAN RAMEN LET'S GO
2:30:49 | Jackku Chan: @SpaceTalon Because it's evening?
2:30:52 | CantDood: lmao
2:30:55 | Atomized Atomizer: creep
2:31:01 | Sunspots: Kel is degenerate 
2:31:02 | Jackku Chan: Garbage eating lets go
2:31:03 | Rye Mountain: Must never miss an opportunity to find trash chicken and trash ramen
2:31:09 | Zlayer: yes same
2:31:12 | Jackku Chan: Aubreys used parties lets gooo
2:31:16 | 92Pesonen: huh?! not disgusting?
2:31:30 | Zeng: I thought bears liked rummaging through trash
2:31:53 | max r: 🖐
2:31:57 | imalittle cupcake: Poor Kel being called otaku and hentai both
2:32:05 | Ekusupuroshon: Hands gross
2:32:08 | Jackku Chan: Yes of course
2:32:14 | Verijero: poor aubrey, her house is in a pretty bad state
2:32:18 | Zhnigo: 🖐
2:32:22 | SpaceTalon: 🙋
2:32:26 | Tachi: 🖐
2:32:26 | .sandrio: the good old haitacchi
2:32:26 | Zeng: five fingers
2:32:28 | Suukotto Funsha: yes
2:32:29 | Verijero: Hai
2:32:34 | Verijero: Haig faiv
2:32:37 | Zlayer: hai faive, clapping eachother hands in celebration
2:32:37 | quinn: ハイタッチ
2:32:39 | Nasty Yukari: Like the number
2:32:41 | SpaceTalon: 🙋
2:32:42 | max r: yah
2:32:46 | imalittle cupcake: Very good, daughter
2:32:49 | HashSlash: 👏
2:32:53 | Tachi: Yah
2:32:53 | imalittle cupcake: Yah!
2:32:55 | Zhnigo: high five! down low! too slow
2:32:55 | SpaceTalon: YES
2:32:57 | Sunspots: Smart bear
2:32:58 | Fake Name: Yes
2:32:58 | Satorin_Komeiji: Very smart kuma, you're right
2:32:59 | Jackku Chan: Yah
2:33:01 | HashSlash: Yah!
2:33:03 | Nasty Yukari: Yep
2:33:04 | .sandrio: [Important news] Beatani has five fingers
2:33:05 | CantDood: yea
2:33:07 | thelastshinobi56: high five him with the knife
2:33:22 | Nasty Yukari: It sounded like you weren't sure if you have five fingers...
2:33:23 | Mew: Do bears have 5 fingers?
2:33:32 | Ekusupuroshon: Bears do have five fingers!
2:33:35 | Zhnigo: write it down in the lore
2:33:35 | るむ: It's a weird name but that's just how English is sometimes
2:33:42 | Fake Name: HAD five fingers??
2:33:45 | Jackku Chan: Did you count your fingers with your fingers?
2:34:00 | Sunspots: Yakuza?
2:34:44 | imalittle cupcake: Would Beatani be our carebear if we got sick...
2:35:15 | Verijero: was?
2:35:18 | Nasty Yukari: Yakuza bear...
2:35:24 | Zlayer: 家政婦　じゃなくて, caretaker is more like a nurse
2:35:32 | MBmasher: oh its this part
2:35:40 | Ekusupuroshon: Bear Aniki!
2:36:01 | .sandrio: getting scammed out of my money at a pachinko parlor by a yakuza bear...
2:36:29 | Ekusupuroshon: Tiger drop bear??
2:36:56 | るむ: No caretaker is more like a parent, but not actually their parent
2:36:59 | Shippo: secret
2:36:59 | Zhnigo: don't you get embarassed looking at old photos?
2:37:04 | Vic Kyorlo: i'm feeling like some of the pages of that thing are gonna be stuck together
2:37:07 | Shippo: kakushigoto is a secret
2:37:12 | Jackku Chan: Huuh, really?
2:37:16 | Jackku Chan: Basil seems like he's just shy!
2:37:23 | imalittle cupcake: Detective Kuma! 
2:37:24 | Hanabi: maybe aubrey did something to the album?
2:37:27 | Verijero: the photo album is an eromanga in reality
2:37:32 | Ekusupuroshon: Beatani is a detective!
2:37:35 | 92Pesonen: he isnt the only one 🤔
2:37:42 | Nasty Yukari: deka kuma!
2:37:49 | Fettuccine フェットチーネ: Yah
2:37:50 | imalittle cupcake: Yes! I love it
2:37:51 | Shippo: we do
2:37:51 | Tachi: Yes
2:37:53 | coba cobra: yess
2:37:53 | Atomized Atomizer: Yeah!
2:37:53 | Zhnigo: only a little
2:37:54 | TWAIN: yah
2:37:55 | Sunspots: Secret guro page
2:37:56 | Jackku Chan: Basil took ero pictures of Mari..!
2:38:00 | .sandrio: mentally i always translate secret as himitsu, what is the difference?
2:38:01 | Atomized Atomizer: I liked it
2:38:02 | Moeniki: Are you like Conan?
2:38:06 | Megiddo: yep, Conan Edogawa
2:38:15 | max r: are you phoenix wright?
2:38:20 | Hanabi: I remember watching detective conan when I was younger, think it had a different name in US though
2:38:25 | るむ: They both mean secret
2:38:34 | coba cobra: mari photo maybe?
2:38:35 | MBmasher: hmm.... where are the photos of mari
2:38:35 | Jackku Chan: Uhh
2:38:37 | Jackku Chan: Where's Mari?
2:38:37 | Megiddo: it was Case Closed in American ver
2:38:57 | Verijero: maybe those are aubrey photos?
2:39:00 | Verijero: never played the game
2:39:00 | Nasty Yukari: @.sandrio I'm just guessing, but himitsu = secret and kakushigoto = something (bad) hidden after the fact
2:39:15 | MBmasher: its aubrey not mari lol
2:39:16 | Verijero: maybe aubry got rid of her photos in there
2:39:34 | imalittle cupcake: Aubrey cute
2:39:41 | Jackku Chan: Yeah there's no Mari!
2:39:45 | max r: aubrey kept them for peropero
2:39:45 | Verijero: ah nvm
2:39:46 | Nasty Yukari: Pre-tumblr Aubrey
2:39:50 | thelastshinobi56: because she's dead
2:39:56 | Sunspots: Menhera took all the pictures
2:40:08 | .sandrio: That makes sense, its very context dependant as is all of Japanese
2:40:14 | Ekusupuroshon: Double waifu
2:40:14 | CantDood: Mari...
2:40:26 | Verijero: give me the edgy aubrey
2:40:59 | imalittle cupcake: Cute hentai otaku...
2:41:05 | Zeng: I like Kel
2:41:08 | Ekusupuroshon: Kel is Otaku
2:41:13 | Derekであります !: Kel is my favorite
2:41:13 | Jackku Chan: Kel is the best boy
2:41:14 | thelastshinobi56: he's a nice guy
2:41:17 | Sunspots: H-he is cute, yes, very cute
2:41:20 | Rye Mountain: Kel is based nerd
2:41:20 | HashSlash: Kel is best boy
2:41:21 | coba cobra: kel is lovely dork
2:41:27 | Nasty Yukari: Cute and bonkler Kel
2:41:43 | Hanabi: kel is too stupid to be hentai
2:41:46 | .sandrio: im not pure enough to dig through a girls trash
2:41:50 | るむ: 秘密 can refer to any generic secret, good or bad, while 隠し事 refers to something you want covered up (probably because it's something bad)
2:42:02 | Rye Mountain: Best girl kel
2:42:02 | Jackku Chan: Kel isn't stupid, just naive.
2:42:50 | thelastshinobi56: tomatobros..
2:42:52 | coba cobra: 😋
2:42:54 | Verijero: るむ thanks, i was looking for that
2:43:02 | Jackku Chan: Eww.. Lame food...
2:43:07 | Hanabi: just don't put any tomatoes in there, they aren't a vegetable (apparently)
2:43:13 | coba cobra: dont bring up tomato lol
2:43:32 | imalittle cupcake: based
2:43:46 | .sandrio: @るむ Thank you
2:43:47 | Jackku Chan: Too late..
2:43:50 | Mew: Streaming going to crash
2:43:51 | Sunspots: Kel's just a shonen manga protagonist
2:43:55 | Rye Mountain: smart bear
2:44:10 | Rye Mountain: We won fruitbros
2:44:12 | TWAIN: good thing you don't have a knife
2:44:35 | Tachi: Beatan doesn't smile...
2:44:51 | 92Pesonen: there is something at Grandma's room
2:45:00 | Fake Name: What is up with Basil
2:45:14 | thelastshinobi56: You finally meet Basil, and he acts like that..
2:45:16 | Hanabi: basil is acting sketchy
2:45:21 | Ekusupuroshon: B-bros?...
2:45:22 | Verijero: beatani is a fujo!
2:45:38 | Jackku Chan: Basil is being weird
2:45:49 | Jackku Chan: Check Basils room!
2:45:55 | Jackku Chan: I think he hid the photos
2:46:09 | 92Pesonen: there was a special flower
2:46:39 | Zeng: Mari is his sister
2:46:48 | thelastshinobi56: sus
2:46:53 | るむ: you can press shift to read the description for context
2:46:55 | TWAIN: was
2:46:55 | Zhnigo: fujo moment
2:46:58 | max r: lol
2:46:59 | Tachi: Bromance
2:47:02 | Fake Name: They're just bros wrestling, no homo
2:47:04 | Ekusupuroshon: BACON LETTUCE
2:47:11 | HashSlash: Just two guys being bros
2:47:21 | Rye Mountain: just bros doing bro things
2:47:31 | Nasty Yukari: Just guy things
2:47:39 | ノイド: nnothing wrong with kissing the bros
2:47:43 | hohoemikuma: basil or cloud? 🤔
2:47:53 | Verijero: in some western countries we greet each other with kisses
2:47:53 | Hanabi: guys being dudes
2:47:55 | hohoemikuma: brotherly love
2:47:57 | Verijero: between bros
2:47:58 | るむ: he's teasing him
2:48:00 | Fake Name: Definitely not gay
2:48:05 | Jackku Chan: Brothers are like that
2:48:17 | Zeng: its a guy thing
2:48:27 | Jackku Chan: Brothers wrestle and have fun
2:48:29 | Fake Name: 100% heterosexual
2:48:32 | imalittle cupcake: Bears don't peropero each other?
2:48:37 | Rye Mountain: Some brothers are very close their whole life
2:48:42 | Tachi: Girls wouldn't understand
2:49:39 | thelastshinobi56: flowers in the bathroom wtf?
2:50:02 | imalittle cupcake: Based bonsai bear
2:50:14 | Zlayer: talk to the person in front of the stove
2:50:17 | Fake Name: Guys what should she do
2:50:22 | max r: you don't have flowers in your bathroom ?!
2:50:22 | Rye Mountain: I'm growing a pine bonzai right now. It's a fun hobby
2:50:31 | Ekusupuroshon: Too many plants
2:50:38 | CantDood: you guys have bathrooms?
2:50:40 | .sandrio: that fluent what the fuck cracked me up
2:50:42 | Hanabi: there's a book in the bathroom that seems kinda weird
2:51:36 | Fake Name: Oh no
2:51:58 | Ekusupuroshon: Obaa-chan....
2:52:09 | るむ: that's when they last talked to eachother
2:52:12 | るむ: 4 years ago
2:52:12 | Jackku Chan: Beatan has been inside for fours years, remember?
2:52:16 | hohoemikuma: such sad eyes 
2:52:46 | るむ: It's intenionally vague, don't worry about not understanding
2:52:49 | 92Pesonen: you will find out sooner or later
2:52:53 | Hanabi: isn't 4 years ago when Mari died?
2:52:54 | るむ: *intentionally
2:53:06 | Zhnigo: Mari dieded 4 years ago?
2:53:35 | Tachi: Hmm
2:53:37 | max r: we don't know why yet
2:53:52 | imalittle cupcake: Detective Kuma on the case
2:54:05 | Jackku Chan: Kel what the fuck why is he eating soup with his hands
2:54:15 | coba cobra: mogu mogu
2:54:17 | max r: kel is a good chef
2:54:19 | Zlayer: munch -> mogu
2:54:23 | thelastshinobi56: kino
2:54:25 | Ekusupuroshon: Don't burn your tongue bear!
2:54:59 | max r: no UberEats on XP Hill
2:55:03 | Sunspots: Based bear won't eat the bugs
2:55:07 | hohoemikuma: bea stuck in the wired...
2:55:09 | thelastshinobi56: 😞
2:55:12 | Zhnigo: but what about peroing spellcards?
2:55:21 | Tachi: So peropero has no taste?
2:55:28 | thelastshinobi56: The picnic wasn't real?
2:55:47 | imalittle cupcake: Dads... the picnic...
2:55:49 | MBmasher: virtual picnic
2:55:58 | Stray Wolf: Just Beatani
2:56:02 | Fake Name: That's terrible
2:56:02 | Hanabi: you could eat the grass I guess
2:56:06 | Derekであります !: There is grass
2:56:06 | Jackku Chan: Beatan eats windows XP grass...
2:56:11 | hohoemikuma: 😢
2:56:12 | Rye Mountain: She made a whole picnic but couldn't eat anything...
2:56:30 | coba cobra: basil seems weird
2:56:39 | ノイド: he's shitting and crying
2:56:44 | Zeng: follow him into the bathroom
2:56:47 | MBmasher: lets visit basil... woohoo
2:56:53 | max r: YAB
2:56:58 | 92Pesonen: basil didnt know you were going away
2:57:04 | hohoemikuma: oh no
2:57:07 | Suukotto Funsha: oh no
2:57:07 | Sunspots: This Beatani lore is heavier than omori 
2:57:10 | Fake Name: Oh dear
2:57:16 | Zlayer: spooky
2:57:18 | coba cobra: yabe
2:57:19 | TWAIN: everything will be daijoubu
2:57:21 | Fake Name: Aaa
2:57:22 | imalittle cupcake: Scared bear daughter is cute
2:57:22 | Atomized Atomizer: oh...
2:57:34 | Verijero: menhera basil!
2:57:42 | thelastshinobi56: CRAWLING IN MY SKIIN
2:57:57 | Jackku Chan: Wow
2:57:58 | Jackku Chan: Superr rude
2:58:05 | Derekであります !: Bye Basil
2:58:06 | Jackku Chan: Beatan is super rude
2:58:40 | MBmasher: basil needs a hug
2:58:45 | max r: k y
2:59:12 | Mew: Toilet Ramen
2:59:27 | Nasty Yukari: 胃弱
2:59:34 | Jackku Chan: Kel just nabbed Polly as his girlfriend and you think he's got no sense, tsk tsk
2:59:53 | imalittle cupcake: Lost bear
3:00:19 | Verijero: yah
3:00:21 | Derekであります !: The neighborhood is dark..there are no lights
3:01:06 | Akka Oni: Lots of fighting in the real world. it's a little sad
3:01:08 | 92Pesonen: 🕷🕸🕷
3:01:09 | Fake Name: Oh no oh no
3:01:24 | Tachi: Something is here
3:01:29 | Jor Leifur: Check the open boxes?
3:01:42 | Jackku Chan: Pretty dirty room you got there
3:01:46 | hohoemikuma: darkness
3:01:54 | max r: 🔪
3:02:09 | hohoemikuma: kuma vs kumo
3:02:17 | Ekusupuroshon: I hate spiders
3:02:17 | 92Pesonen: lots of bugs!
3:02:22 | Zhnigo: what did they mean by that
3:02:28 | Jor Leifur: 👁
3:02:33 | imalittle cupcake: Spiderbros...
3:02:34 | Suukotto Funsha: Lot's of spiders
3:02:34 | Akka Oni: We might need more healing item
3:03:06 | Akka Oni: Oh whoops. My stream was behind
3:03:13 | max r: 150 meter stairs
3:03:14 | hohoemikuma: becareful beatan!!
3:03:26 | Verijero: more infinite stairs!
3:03:38 | Tachi: Dangerous...
3:03:38 | Ekusupuroshon: Dekai Kaidan kita!
3:03:40 | 92Pesonen: maybe..
3:03:46 | Atomized Atomizer: almost as tall as Beatani then
3:03:53 | Rye Mountain: The stairs are almost as tall as beatani
3:03:57 | Akka Oni: Endless stairs. You need at least 70 stars
3:04:06 | Nasty Yukari: Do the BLJ from SM64
3:04:18 | hohoemikuma: 草
3:04:40 | Akka Oni: Something seems to be haunting Omori
3:04:45 | Verijero: who is (you)?
3:04:45 | Fake Name: "something is coming! Ahn!" slightly erotic
3:04:50 | hohoemikuma: AA
3:04:52 | Shippo: @Nasty Yukari that would be a great solution
3:04:56 | Jor Leifur: 🕷
3:05:04 | Fake Name: Yeah a little scared
3:05:06 | Stray Wolf: taskete 
3:05:11 | SpaceTalon: FIGHT
3:05:11 | RueTobas: that thing has a great smile
3:05:28 | coba cobra: wacky monster
3:05:32 | Rye Mountain: No need to be afraid of the happy spider
3:05:34 | SpaceTalon: creepy
3:05:38 | imalittle cupcake: Dad will protect you
3:05:41 | Akka Oni: *hug*
3:05:42 | Jackku Chan: Sorry I'm too scared to help
3:05:43 | Sunspots: Stab it in the gut
3:05:56 | hohoemikuma: kumo desu ga, nani ka?
3:06:02 | SpaceTalon: remember to calm down to keep your health up
3:06:03 | Jor Leifur: Just stay calm!
3:06:03 | Canna: Dad get the fly swatter 
3:06:14 | imalittle cupcake: Just stay calm, daughter
3:06:52 | Jor Leifur: it's just a little spider on the ground
3:06:52 | SpaceTalon: Very Nice!
3:07:10 | max r: it's gone!
3:07:13 | Jor Leifur: 👁
3:07:28 | CantDood: shit that scared me
3:07:33 | Fake Name: I didn't see anything, what do you mean
3:07:46 | Atomized Atomizer: I want to watch Beatani plays horror game now
3:07:50 | Hanabi: this house is haunted by a demon or something isn't it
3:07:50 | 92Pesonen: You must be imagining things 
3:07:54 | Verijero: sleep paralysis!
3:08:18 | SpaceTalon: Basil is a nice guy you should be nice to him too.
3:08:26 | Tachi: Beatan is thinking many things
3:08:27 | hohoemikuma: alone...
3:08:27 | max r: 👁
3:08:46 | Fake Name: It's just your imagination
3:08:58 | Jackku Chan: Whoah 3 hours already
3:09:30 | Akka Oni: Now it's piano instead of 8-bit music
3:09:35 | TWAIN: 👁
3:09:41 | Verijero: looks like a girls hair from the back
3:09:45 | thelastshinobi56: looks like the final boss in soul eater
3:09:55 | Nasty Yukari: 気のせいだ
3:10:21 | Rye Mountain: Very cute music in this stage
3:10:24 | Mr. Heras: Of course you love this world, you made it
3:10:24 | Zhnigo: dream desu waaaa
3:10:28 | Nero: The asura has three eyes though
3:11:09 | Verijero: seiso aubrey is back
3:11:13 | imalittle cupcake: That twirl...
3:11:20 | Hanabi: who would guess this girl could go full menhera
3:11:21 | Fake Name: Cute kuruun
3:11:22 | max r: she wants date with beatani...
3:11:26 | White Wyvern: date with cute menhera
3:11:27 | Akka Oni: Yes
3:12:06 | Tachi: Yah
3:12:07 | Zhnigo: based menherage
3:12:11 | Fake Name: A little bit yeah
3:12:16 | Hanabi: it sure feels like it at times
3:12:22 | max r: nice snake dad
3:12:31 | imalittle cupcake: based snake dad
3:12:33 | Sunspots: Kel is menhera too?
3:12:36 | Verijero: god i wish animals gave me money
3:12:36 | Mr. Heras: But why is real Aubrey a menhera?
3:12:57 | Fake Name: Awww
3:13:59 | imalittle cupcake: I want to brush Beatani's hair too
3:14:09 | CantDood: excited bear
3:14:10 | Ekusupuroshon: Hentai bear!!
3:14:11 | Rye Mountain: Brushing aubreys hair...
3:14:17 | るむ: why is hero just looking in a random direction lol
3:14:19 | hohoemikuma: mm peaches
3:14:19 | Zhnigo: flustered bear
3:14:21 | Verijero: lmao she is so excited to touch hairs
3:14:22 | coba cobra: calm down bear
3:14:47 | Sunspots: Bear is yabai 
3:14:48 | CantDood: ooh she likes hair
3:14:51 | Nasty Yukari: Looks like nobody there takes care of themselves
3:14:54 | CantDood: interesting
3:15:03 | Derekであります !: 気持ち悪い ! 😄
3:15:28 | Ekusupuroshon: Bea Ojisan
3:16:10 | Verijero: lewd
3:16:38 | imalittle cupcake: This cheeky bear...
3:16:44 | Hanabi: oh no beatani's found a harem
3:16:57 | Tachi: lol
3:17:02 | Ekusupuroshon: Grooming bear....
3:17:06 | ノイド: ギャルゲーじゃない ｗ
3:17:10 | Sunspots: kek
3:17:29 | Verijero: brushing aubrey hair by peroperoing!
3:17:39 | hohoemikuma: don't peropero
3:18:05 | White Wyvern: someone bonk this horny bear
3:18:07 | hohoemikuma: 2 girls!
3:18:46 | Rye Mountain: I want to protect aubrey from peropero but i also want to support beatani. I'm conflicted
3:18:47 | imalittle cupcake: The tag photos are cute
3:19:03 | Suukotto Funsha: Cute tag photo
3:19:07 | Fake Name: Too cute
3:19:22 | Verijero: cute
3:19:35 | Jor Leifur: Omori seems kuudere
3:19:45 | ellescer: 2 girls one photo
3:20:11 | Derekであります !: This is not a dating sim Beatani
3:20:35 | RueTobas: next time 2k subs
3:20:40 | Kyle: That's escapism!
3:20:43 | hohoemikuma: 2 wives
3:20:46 | Suukotto Funsha: Sounds like a good idea
3:20:58 | White Wyvern: harem soon
3:21:11 | SpaceTalon: Thanks for the stream!
3:21:14 | 92Pesonen: Thank you for streaming! Im gonna drag my back seating ass to bed since its 4:47 AM for me 😴🛏
3:21:16 | Nick Jarmusz: hello!
3:21:18 | Derekであります !: Thank you for the stream!
3:21:20 | Atomized Atomizer: Fun stream as always
3:21:22 | Ekusupuroshon: I want yanki Aubrey to step on me
3:21:27 | Suukotto Funsha: Thanks for the stream Beatani
3:21:30 | Tachi: Thank you Beatani!
3:21:30 | max r: thank you for the fun stream!
3:21:32 | Jackku Chan: Long stream this time, nice
3:21:33 | imalittle cupcake: Thanks for comfy stream!
3:21:38 | (Verified, Moderator) Streamlabs: NastyYukari just tipped $5.00 dayo!
3:21:38 | Jackku Chan: You found basil too
3:21:40 | coba cobra: thanks for the stream!
3:21:41 | Sunspots: Thank you for streaming!
3:21:43 | HashSlash: Thanks for the stream, Beatani, we had fun!
3:21:48 | Verijero: yah
3:21:48 | Rye Mountain: Thanks for the long and comfy stream
3:21:48 | グレイダス: ありがとう！
3:21:52 | (Verified, Moderator) Streamlabs: Kyle just tipped $5.00 dayo!
3:22:00 | CantDood: sankyuu beaaa
3:22:18 | hohoemikuma: excited for 2k subs and kararoke!!
3:22:19 | Stray Wolf: bea bea 
3:22:22 | MBmasher: beabea
3:22:25 | Zlayer: cute and funny bear ❤
3:22:25 | Zhnigo: thanks for the stream-
3:22:27 | VampirkoO: Bea Bea!
3:22:28 | Fettuccine フェットチーネ: べあべあ
3:22:28 | coba cobra: bea bea~~
3:22:30 | Verijero: good byee
3:22:34 | Verijero: adios
3:22:50 | グレイダス: だいすき！！
3:23:09 | MBmasher: very long stream huh
3:23:33 | Zhnigo: committing tax fraud with bea!
3:23:36 | Stray Wolf: taxation is theft 
3:23:46 | Atomized Atomizer: based bear
3:23:55 | Ekusupuroshon: Based bear
3:24:00 | imalittle cupcake: It was nice to have long stream with bear, yah
3:24:04 | max r: wow hero 
3:24:28 | Zhnigo: pardun?
3:24:29 | max r: i only want to invest in beatani figures..
3:24:29 | Jackku Chan: Wow Hero...
3:24:30 | Satorin_Komeiji: thanks for the stream 
3:24:35 | Hanabi: ogey
3:24:45 | Ekusupuroshon: Okey-peko
3:25:09 | Nasty Yukari: Kel was here!
3:26:36 | coba cobra: yah!
3:26:42 | MBmasher: beabea
3:26:43 | RueTobas: bea bea
3:26:46 | Nasty Yukari: yah!
3:26:47 | Jackku Chan: Time to sleep!
3:26:49 | max r: yah! look forward to it
3:26:50 | imalittle cupcake: Based bear stream
3:26:53 | hohoemikuma: bea bea
3:26:53 | Derekであります !: Peace out
3:26:54 | Jackku Chan: Bea bea!
3:26:54 | Nasty Yukari: Goobye!
