-1:02:05 | Voltage: LETSSS GOOO
1:36:55 | Jackku Chan: Making the mother of all omelettes here, can't fret over every egg.
1:37:07 | coba cobra: yes eggs
1:37:19 | Revolver Ocelot: Oyakodon is the way to go
1:37:24 | james heller: The quest to create the ultimate dad
1:37:50 | Mew: AHahhahaa
1:37:51 | A A: Sea chicken sea chicken.
1:38:04 | Jackku Chan: Cow body sounds strong
1:38:08 | stuffed idiot: that was a really big leg
1:38:11 | Mew: Oyakodon Beef Version
1:38:17 | Megiddo: farming tool
1:38:20 | CommanderMichael: it's a garden tool
1:38:35 | .sandrio: how = 鍬
1:38:54 | Jackku Chan: Oh jesus they killed the chickens
1:39:19 | coba cobra: idiotshippocake
1:39:53 | coba cobra: we creating oniichan now?
1:39:56 | stuffed idiot: this is the redemption arc
1:40:20 | RBZE7: surely the enhanced version of idioshippocake will beat the night monsters...
1:40:44 | .sandrio: i think we at least have two legs now
1:40:48 | Shippo: we will do our best
1:41:04 | Raziel: Dad 2.0
1:41:20 | Jackku Chan: Time for an upgrade!
1:41:26 | max r: Evolve!
1:41:27 | BasedBug: Time for a Dad Upgrade!
1:41:33 | coba cobra: maybe bigger body?
1:41:33 | Sunspots: Avenge us!
1:41:37 | .sandrio: can we put everything on the same creature?
1:41:37 | Jackku Chan: Beep boop beep boop beep boop beep boop
1:41:45 | Friend: Big dad
1:41:48 | stuffed idiot: big dad
1:41:48 | Raziel: Bull dad
1:41:50 | RBZE7: Big daddy
1:41:55 | Raziel: Beefy boy
1:41:55 | Jackku Chan: It's huge...
1:42:04 | Revolver Ocelot: Big Father
1:42:04 | Verijero: evadad
1:42:10 | Mew: THE ULTIMATE DEAD
1:42:15 | Mew: I mean dad
1:42:21 | coba cobra: ah the gods limits us
1:42:28 | RBZE7: Grand Kaiser Dad
1:42:34 | Jackku Chan: Chicken and cow leg
1:42:35 | max r: 1 leg all dad needs
1:42:44 | .sandrio: bipedal dad lets goooo
1:42:49 | james heller: This is it 
1:43:01 | imalittle cupcake: double the vision now
1:43:02 | BasedBug: This dad is looking strong!
1:43:06 | Jackku Chan: Small but spicy dad
1:43:07 | max r: arms?
1:43:11 | stuffed idiot: with two eyes we're unstoppable
1:43:15 | Nasty Yukari: dad but faster and stronger
1:43:15 | Verijero: nice
1:43:27 | Revolver Ocelot: A weapon to surpass Metal Gear
1:43:33 | Canna: We do?
1:43:34 | .sandrio: what about ears
1:43:35 | Shippo: nice
1:43:36 | Serumvision: its beautiful
1:43:37 | max r: wow handsome
1:43:37 | Shippo: very handsome
1:43:37 | coba cobra: dada 2.0 is cute
1:43:42 | Friend: Beautiful dad
1:43:43 | FBI SURVALENCE: war has changed...
1:43:45 | Tachi: Amazing
1:43:50 | Monkberry Moon: Beautiful
1:43:55 | max r: no ears
1:43:57 | Raziel: Is this the true power of Ultra Instinct Dad?
1:44:08 | Verijero: can he fly like dumbo with those?
1:44:08 | Megiddo: magnificent
1:44:12 | Sunspots: masterpiece
1:44:12 | coba cobra: yesss
1:44:17 | Jackku Chan: Amazing
1:44:19 | BasedBug: What an amazing dad
1:44:19 | HashSlash: What a chad dad
1:44:23 | .sandrio: the strongest dad
1:44:26 | RBZE7: winged dad
1:44:32 | Raziel: We're reaching levels of dad science that shouldn't even be possible!
1:44:32 | Mew: No brain?
1:44:36 | coba cobra: eh?
1:44:44 | Absolute Link: the ears aren't attached?
1:44:45 | Zhnigo: Ultimate Super Hyper Ultramax Dad
1:44:46 | Sunspots: a marvel of bioengineering
1:44:53 | Mechanized Doge: 目が浮かんでいる。。。
1:44:55 | Nasty Yukari: ultimate invincible indestructible dad
1:44:59 | Vitz: iq 40 dad
1:45:05 | imalittle cupcake: Let's gooooo
1:45:28 | Rusty Shackleford: please don't take advantage of your dad's like this
1:45:40 | The French Fancie: nice eating sound lol
1:45:55 | Megiddo: lol
1:46:02 | Raziel: we exist to serve in silence...
1:46:14 | BasedBug: ULTIMATE DAD
1:46:15 | Zhnigo: she's going through a rebellious phase...
1:46:17 | coba cobra: time for dad to prove ourselves
1:46:18 | Mew: Holy shit dead
1:46:20 | Shippo: TSUYOI
1:46:23 | Jackku Chan: STRONG
1:46:27 | Mew: This dad is crazy
1:46:31 | Friend: Bloodthirsty dad
1:46:33 | imalittle cupcake: This is to go even further beyond
1:46:35 | RBZE7: KAKOI dad
1:46:40 | Mew: R E K T
1:46:44 | Nasty Yukari: cool dad
1:46:49 | Jackku Chan: Smashed between a rock and a hard dad
1:47:00 | .sandrio: hmm, can we store stuff somewhere?
1:47:04 | coba cobra: sasuga
1:47:16 | Antonio Badilla: Dad, the ultimate life form
1:47:25 | Rusty Shackleford: Does Pineapple go on Pizza? 
1:47:30 | Megiddo: tamago missile
1:47:31 | Mew: Tamago Missle!
1:48:12 | james heller: Poweeeeeer
1:48:17 | Megiddo: dad growing strong
1:48:32 | Jackku Chan: Power overwhelming
1:48:33 | .sandrio: Dad is getting too powerful
1:48:35 | coba cobra: thanks for the food
1:48:35 | Nasty Yukari: kono powa dad
1:48:57 | Monkberry Moon: Now he only needs motivation
1:48:58 | Megiddo: might need to do it again now that you learned the ability
1:49:25 | Hanabi: that chicken tail thing might just not be working?
1:49:26 | TheHighestNativeGod: what are you playing Beatani?
1:49:34 | coba cobra: maybe need two body?
1:49:36 | Mew: maybe edit it without 
1:49:39 | Mew: and then again
1:50:07 | .sandrio: oh yeah, remove, save, add ,save again
1:50:08 | Your Local Weeb: just started watching, what the hell is that
1:50:39 | TheHighestNativeGod: yah!
1:51:03 | Jackku Chan: That's us!
1:51:03 | coba cobra: that is dads
1:51:05 | stuffed idiot: maybe it needs a different type of chicken tail?
1:51:17 | Mew: remove save
1:51:22 | Antonio Badilla: That is you
1:51:23 | Mew: and then add yes
1:51:23 | Shippo: maybe you have to level us up first
1:51:25 | james heller: Bugged?
1:51:35 | RBZE7: dad is trying his best please understand
1:51:36 | BasedBug: He's the only dad here that eats fruit
1:51:40 | .sandrio: huh, maybe you need two body blocks like @coba cobra said
1:51:45 | TheHighestNativeGod: sorry dad
1:53:02 | stuffed idiot: just excited to be alive
1:53:11 | Shippo: maybe a different dad mouth would be more quiet
1:53:16 | RBZE7: This is not a way to talk to your dad young lady !
1:53:21 | Zhnigo: these are cries of pain
1:53:22 | Jackku Chan: There's no danger when dad is around
1:53:23 | CommanderMichael: "to go out at night"
1:53:28 | Megiddo: lol
1:53:43 | james heller: Dumb cow dad
1:53:46 | Raziel: dad is screaming in pain from his abominable body
1:53:46 | thelastshinobi56: Beatani watched too much Made in Abyss
1:53:53 | Tachi: lol
1:53:59 | Nasty Yukari: mendokusai dad...
1:54:04 | imalittle cupcake: Daughter is going to remove our mouth...
1:54:12 | RBZE7: come on dads you can't just scream UOOOOOOOH in front of your daughter
1:54:25 | .sandrio: god dad cant contain himself
1:54:30 | Absolute Link: so rude to your father(s)
1:54:31 | Jackku Chan: UUOOOOOOOHHHHHH
1:54:32 | .sandrio: uoooooh
1:54:39 | K: 😭
1:54:40 | imalittle cupcake: UUUUOOOOOOOOOHHHHH
1:54:45 | Alexander Holzer: lmao
1:54:47 | stuffed idiot: can't keep my UUOOOOHs down
1:54:51 | cycochaos2: s-sorry
1:54:55 | Tachi: UUUUOOOOOOOOOHH
1:54:57 | Jackku Chan: Beatani so erotic...
1:55:00 | thelastshinobi56: dadbros..
1:55:01 | Raziel: my existence is an affront to god, LET'S GOOOOOOOOOO!
1:55:02 | Shippo: UUUUOOOOOHHHHHH
1:55:04 | Nasty Yukari: Dad is just happy to finally meet his Creator
1:55:11 | Alexander Holzer: UUUOOOOOOOOOHHHH
1:55:14 | Jackku Chan: That fucking echo I'm crying
1:55:26 | Avery Standridge: Menu to the right
1:55:32 | rev: w
1:55:33 | thelastshinobi56: you created us
1:55:33 | Sunspots: kek
1:55:42 | White Wyvern: uuuooohhh 😭
1:55:52 | Mew: UUUOOOOOOOOOHHHH
1:55:57 | Zhnigo: UUUOOOOOOHHH
1:56:08 | james heller: Riding dad on stream???
1:56:08 | RBZE7: ononononono
1:56:08 | imalittle cupcake: Much better
1:56:09 | stuffed idiot: true bliss
1:56:09 | Raziel: the beatings will continue until morale improves
1:56:12 | BasedBug: Bros..
1:56:20 | Alexander Holzer: Oh god
1:56:20 | The French Fancie: mmmmmmmmmmmmmmmmm
1:56:29 | Jackku Chan: Sleep on dads back
1:56:50 | Shippo: pog
1:56:50 | RBZE7: We have to tell her dads....
1:56:59 | Zhnigo: no, we mustn't...
1:57:14 | BasedBug: DADS KEEP IT SEISO
1:57:18 | .sandrio: blessed stream
1:57:46 | The French Fancie: beatani how do you say crab in japanese?
1:57:51 | Hanabi: dad sees a banana tree and instead of eating the bananas he eats the wood instead
1:58:30 | 1340 Smile: What is that!???
1:58:34 | Shippo: nice moon
1:58:37 | Friend: Nice moon...
1:58:42 | Hanabi: moon out for a swim
1:58:44 | Satorin_Komeiji: lol
1:58:45 | Zhnigo: nice jank
1:58:46 | The French Fancie: lol
1:58:51 | Megiddo: mooooooo
1:58:51 | imalittle cupcake: Standing on a bugged beach with your daughter...
1:58:54 | Kyle: Breathtaking
1:58:54 | Sunspots: its not a bug, its just eldritch
1:59:08 | Jackku Chan: UUOOOH to greet the sun
1:59:11 | .sandrio: Under the moon Beatani to issho
1:59:13 | Zhnigo: UUOOOOH
1:59:18 | Sunspots: UUUOOOOOOH
1:59:18 | White Wyvern: UUUUOOOOHHH
1:59:23 | Antonio Badilla: The moon is drowning
1:59:27 | RueTobas: cant wait till she finds a bear
1:59:49 | max r: 💪💪💪
1:59:54 | stuffed idiot: うおおおおおお
2:00:11 | james heller: bear dad soon
2:00:15 | Yargolocus: Remember to like the stream
2:00:16 | Megiddo: gao~
2:00:26 | Monkberry Moon: A big familty!
2:00:27 | Randel Shurker: Family! 😺
2:00:32 | TheHighestNativeGod: bear family!
2:00:36 | Monkberry Moon: family!
2:00:37 | Tachi: UUUUUUOOHH
2:00:40 | Mew: :virtualhug::virtualhug:
2:00:50 | Jackku Chan: Whole family to UOOOH with
2:00:52 | cycochaos2: Momma bear?
2:01:00 | coba cobra: lmao
2:01:00 | Mew: UUUOOOOOOOOOHHHH
2:01:07 | Hanabi: dad doesn't work you should know this by now
2:01:07 | RBZE7: lazy dad...
2:01:08 | Jackku Chan: >There she goes again!
2:01:11 | Zhnigo: 👁👁
2:01:12 | Nasty Yukari: Dad is scared...
2:01:12 | Alexander Holzer: Dad is terrifying
2:01:12 | White Wyvern: Sorry I'm not a wagie
2:01:13 | Absolute Link: UUUOOOOH
2:01:16 | BasedBug: Dad is too busy being lazy
2:01:17 | stuffed idiot: dad has seen some shit
2:01:23 | thelastshinobi56: Dad doesn't like working
2:01:24 | BasedBug: Dad is NEET
2:01:29 | RBZE7: You got the NEET dad you wanted bea
2:01:31 | Vitz: UUUOOOOOOHHH
2:01:33 | Jackku Chan: Dad is NEET!
2:01:35 | imalittle cupcake: Please understand...
2:01:37 | Transcendental_ColonThree: Oh no she knows I am a NEET.....
2:01:37 | Zeng: dad is NEET
2:01:38 | Mew: dad can't hear ;_;
2:01:43 | Tachi: lol
2:01:44 | ellescer: NO I HAVE A JOB
2:01:44 | Sunspots: UUOOOOOOOHHH 
2:01:46 | 77Yuja_:  No one will hire
2:01:49 | CommanderMichael: yabai
2:01:52 | Herbie Cucumber: we're teaching you to be self-reliant
2:01:54 | The French Fancie: we are proud NEET dads!
2:01:55 | CommanderMichael: F
2:01:56 | .sandrio: Uuuuuuuoooohhhh
2:01:57 | thelastshinobi56: How much do you pay dad for his job?
2:01:58 | Jackku Chan: Even in creation screen I must UOOOOOOH
2:01:58 | Margrave: Dad is retired
2:01:59 | Randel Shurker: Dad is too busy speculating on Stonks.
2:02:24 | .sandrio: Dad is going all in on Bearcoin
2:02:34 | Sunspots: beautiful assmouth
2:02:42 | coba cobra: dads keep on improving
2:02:49 | stuffed idiot: wide father
2:02:51 | Jackku Chan: Dad is growing!
2:02:55 | .sandrio: Dads our symmetry reps...
2:03:10 | Mew: poor dad has no ears
2:03:11 | Verijero: no ears :(
2:03:36 | Jackku Chan: Ears b gone
2:03:39 | CommanderMichael: time to work bois
2:03:47 | Shippo: uuoooohh...
2:03:48 | Zhnigo: enduring this existence is work enough
2:03:54 | Nasty Yukari: Lack of auditory awareness dad
2:03:56 | Jackku Chan: ears.. uoooh...
2:04:00 | (Verified, Moderator) Streamlabs: RBZE7 just tipped $5.00 dayo!
2:04:03 | The French Fancie: hehehehehehehee
2:04:04 | stuffed idiot: nice, i love kani
2:04:05 | Verijero: kani modo?
2:04:05 | Shippo: dad can't read the mood
2:04:10 | Mew: dad has no ears he can't hear himself scream
2:04:14 | BasedBug: UOOOOHHHH TOO LAZY
2:04:14 | TheHighestNativeGod: ah, she said kani
2:04:16 | 77Yuja_: work rebellion 
2:04:16 | The French Fancie: I love kani!
2:04:17 | TheHighestNativeGod: i was worried
2:04:18 | Jackku Chan: Hahahaa he's so fucking noisy
2:04:21 | White Wyvern: dad is NEET
2:04:23 | max r: I work during the day , now it's your turn to work
2:04:25 | Verijero: ahh mouth
2:04:25 | Zhnigo: kani mouth...
2:04:30 | RBZE7: kani mouth uoooooooh
2:04:35 | thelastshinobi56: nice
2:04:37 | Nasty Yukari: mottainai
2:04:38 | cycochaos2: Sorry, I am NEET. Work is against my nature
2:04:38 | Vitz: nani
2:04:42 | james heller: Kani in my mouth...
2:04:45 | Monkberry Moon: nice kani...
2:05:02 | 77Yuja_: Kano mouth? I’m listening....
2:05:15 | Vitz: UUUUOOOOOOHHHHHH
2:05:19 | webm aristocrat: hangry
2:05:28 | Verijero: give him ears :(
2:05:32 | Jackku Chan: You work you lose
2:05:40 | RBZE7: Dad's brain is fried by the kani, he's not able to work
2:05:51 | webm aristocrat: neeto dad...
2:06:13 | Zeng: yeah
2:06:15 | Jackku Chan: Food without work tastes the best!
2:06:19 | gyroninja: Being a NEET is hard work
2:06:26 | max r: I am hard working professional dad
2:06:33 | .sandrio: dad has already retired...
2:06:34 | cycochaos2: Please provide for us
2:06:37 | Hanabi: daughter works hard, dad hardly works
2:06:38 | Mew: Daughter support neet dad
2:06:53 | coba cobra: daughter..... please understand
2:07:02 | max r: employment reps
2:07:04 | Jackku Chan: >All dad does is shit and UOOH
2:07:07 | (Verified, Moderator) Streamlabs: Megiddo just tipped $10.00 dayo!
2:07:09 | BasedBug: We spend all our money on Streamlabs!
2:07:09 | cycochaos2: We are shameful dads
2:07:10 | james heller: Daughter needs to take care of her neet dad...
2:07:37 | Hanabi: dad lives for the battlefield
2:07:40 | imalittle cupcake: All dad knows is fighting, he can't work any jobs after army...
2:07:44 | stuffed idiot: dad lives to fight not to work
2:07:46 | estratos13: maybe the cow Chiken monster is hungry
2:07:48 | RBZE7: All dad can do is UOOOOOOOH the kani and get into fights, what a role model
2:07:51 | (Verified, Moderator) Streamlabs: NastyYukari just tipped $7.50 dayo!
2:08:16 | MentalCatastrophe: dad is confused
2:08:18 | Mew: deadbeat dad
2:08:29 | max r: please give chicken mouth 👄
2:08:58 | coba cobra: one hit!
2:09:05 | Shippo: 🐔👄
2:09:14 | james heller: Powerful dad
2:10:00 | stuffed idiot: it could need a chicken body
2:11:14 | stuffed idiot: try the kani mouth
2:11:30 | Shippo: nice
2:11:32 | coba cobra: yes finally!
2:11:46 | Nasty Yukari: Dad did his asymmetrical beauty reps
2:11:46 | max r: 2 mouth ?!
2:11:47 | RBZE7: oh, that's the attack that kept killing Chihiro I guess
2:12:06 | max r: strange dad
2:12:10 | Hanabi: this thing just keeps getting more disturbing
2:12:19 | Megiddo: click the <--- at bottom?
2:12:26 | RBZE7: dad is getting downgraded kek
2:12:42 | .sandrio: omnivore means to eat anything, どっちでも食べる
2:12:42 | Shippo: getting more and more disturbing fits dads nature though
2:12:52 | Megiddo: yosh
2:13:03 | Zhnigo: we need more power
2:13:12 | coba cobra: can shoot egg
2:13:14 | Megiddo: range attack I think
2:13:24 | stuffed idiot: ouch
2:13:27 | Zeng: rude
2:13:27 | Verijero: bros...
2:13:28 | Zhnigo: n-no...
2:13:29 | ellescer: Kek
2:13:31 | .sandrio: it hurts
2:13:31 | BasedBug: OUCH
2:13:31 | webm aristocrat: rood
2:13:33 | Verijero: not even bea?
2:13:33 | imalittle cupcake: NOOOOO
2:13:34 | TomHate: noooo
2:13:37 | Megiddo: dame dame
2:13:39 | Transcendental_ColonThree: uuuoooohhhh
2:13:39 | coba cobra: my heart
2:13:40 | max r: I'm loved!
2:13:41 | 77Yuja_: 😭
2:13:42 | Absolute Link: oooof
2:13:43 | Jackku Chan: Why...........
2:13:44 | king Crimson: this kills the dad
2:13:47 | Shippo: now that's heartbreaking
2:13:47 | Cyshio: Bros...
2:13:49 | Canna: Bears can hurt you in many ways 
2:13:50 | Tachi: 😢
2:13:50 | thelastshinobi56: no one loves dad...
2:13:53 | Idle Bear: it hurts
2:13:53 | Qwazola: why...
2:13:55 | MachoTako: Daughter, please...
2:13:56 | BasedBug: Lovely ugly dads...
2:13:59 | Mask: ;_;
2:14:00 | 77Yuja_: We are ugly bastard....
2:14:00 | Jackku Chan: She said, laughing...
2:14:01 | Mew: 🤯
2:14:08 | webm aristocrat: Dads BTFO
2:14:11 | thelastshinobi56: I'm becoming gosling again
2:14:13 | Zhnigo: I'm beautiful
2:14:15 | imalittle cupcake: A face only a daughter could love...
2:14:20 | stuffed idiot: i can't believe our daughter is such an S
2:14:22 | Randel Shurker: This is how we know she'll disappear if take our meds, fellow dads.
2:14:23 | Absolute Link: i was having a great day til i learned nobody loves me
2:14:40 | BasedBug: Oni-chans are next
2:14:41 | Friend: Dad isn't as noisy now 
2:14:47 | Jackku Chan: Co-dependancy created
2:14:49 | max r: I won't let my daughter put me down
2:14:50 | Mew: 😱
2:14:50 | Sunspots: I... I no longer feel anything daughter. Please put me down
2:14:52 | .sandrio: brb going to gensokyo
2:14:59 | james heller: Beatani is the only one that loves dad...
2:15:11 | RBZE7: brb graduating from life
2:15:17 | imalittle cupcake: Becoming a horrible monster does not hurt as much as the things she says
2:15:19 | Shippo: fullmetal alchemist
2:15:20 | Canna: 0+0+0=0
2:15:22 | .sandrio: hagaren is full metal alchemist, right?
2:15:24 | Jackku Chan: Franken Franned... How could this happen+
2:15:28 | Shippo: it is, yeah
2:15:31 | max r: yah!
2:15:34 | Sunspots: niichan...
2:15:35 | BasedBug: What a note to end on
2:15:38 | Tachi: Yah
2:15:38 | Mew: yah
2:15:39 | Vic Kyorlo: dad nue
2:15:41 | Hanabi: this game was definitely interesting
2:15:46 | Nasty Yukari: Dad needs a rest from existence
2:15:48 | james heller: Fun times!
2:15:49 | Mew: 👽👽
2:15:51 | Vitz: Blessed stream
2:15:57 | Idle Bear: Make Mom next?
2:16:00 | MachoTako: Good stream, daughter!
2:16:06 | coba cobra: bigger family
2:16:12 | The French Fancie: yes!
2:16:26 | thelastshinobi56: yay
2:16:29 | Sunspots: We grow stronger every day!
2:16:38 | max r: she is enjoying calling me ugly a little too much
2:16:41 | Hanabi: dad's had a hard life
2:16:44 | Raziel: This bear has claws!
2:16:45 | stuffed idiot: need to give the entire family cow mouths so they can UOOOOOHH
2:16:45 | Shippo: maybe you can pet us to make us less afraid
2:16:50 | BasedBug: Dad became a lot stronger today!
2:16:52 | coba cobra: dad hearts is messed up now
2:16:57 | .sandrio: and then she calls herself sweet... what is with this daughter
2:16:58 | Absolute Link: bye beatani! thanks for the stream!
2:17:01 | Absolute Link: this was a lot of fun
2:17:08 | (Verified, Moderator) Streamlabs: Canna just tipped $10.00 dayo!
2:17:12 | Transcendental_ColonThree: indeed, if you pet us we'll be less afraid
2:17:12 | Revolver Ocelot: A mom that says Ara Ara
2:17:14 | Megiddo: the S from this bear...
2:17:15 | Tachi: UUOOHHH
2:17:15 | (Verified, Moderator) Streamlabs: Zhnigo just tipped $10.00 dayo!
2:17:16 | imalittle cupcake: Guess she got her looks from her mom
2:17:16 | Suukotto Funsha: Bye Beatani
2:17:17 | coba cobra: fun stream!
2:17:18 | Verijero: good stream
2:17:24 | Mew: what aride
2:17:25 | BasedBug: That was fun!
2:17:25 | Suukotto Funsha: Thanksfor the stream
2:17:26 | Revolver Ocelot: Cute and funny stream!
2:17:26 | Sunspots: How kind UUOOOOOHHH
2:17:27 | Verijero: good night/ have a good day
2:17:32 | james heller: Bea Bea!
2:17:37 | Randel Shurker: Have a good day, Daughter!
2:17:37 | Monkberry Moon: This was some trip
2:17:48 | (Verified, Moderator) Streamlabs: Kyle just tipped $5.00 dayo!
2:17:49 | Nasty Yukari: Very good ride in Beatani's wild ride
2:17:51 | Jackku Chan: UOOOOOOOH to you too
2:17:53 | RBZE7: This stream was hilarious !
2:18:01 | Zhnigo: 11/10 stream
2:18:09 | imalittle cupcake: This was an emotional rollercoaster
2:18:19 | Monkberry Moon: Thank you for the stream daughter
2:18:28 | Faustus Tuus: byee
2:18:28 | Raziel: Only 50 subscribers to 2000!
2:18:43 | TomHate: bye bye bea!
2:18:46 | MentalCatastrophe: nice stream
2:18:48 | D3bugged: bye Beatani
2:19:10 | Megiddo: first time donator? nice
2:19:35 | Raziel: A new dad
2:19:39 | max r: chihiro was watching
2:19:46 | Jackku Chan: Chihiro..!?
2:19:48 | coba cobra: chihiro never left
2:19:49 | max r: just like hero yesterday 😑
2:19:56 | Friend: She saw everything...
2:20:08 | max r: same dad ?
2:20:12 | Nasty Yukari: Sister was always watching... Plot twist!
2:20:27 | Hanabi: not on purpose - accident
2:20:42 | Raziel: F
2:20:55 | max r: chihiro 2.0
2:21:11 | Alex santos: F
2:21:11 | Hanabi: F
2:21:14 | estratos13: the other dads looks nervoulys
2:21:14 | ThatVidyaGuy: F
2:21:17 | Choryf: F
2:21:19 | Jackku Chan: F
2:21:19 | BasedBug: F
2:21:22 | james heller: F chihiro...
2:21:24 | estratos13: LOL
2:21:29 | MentalCatastrophe: F
2:21:35 | Zhnigo: F
2:21:43 | Shippo: F
2:21:53 | Momiji Channel: F
2:21:55 | estratos13: it was fun
2:22:04 | Raziel: I accept
2:22:11 | RueTobas: byee
2:22:13 | max r: raziel better prepare
2:22:42 | RBZE7: I do !
2:22:44 | (Verified, Moderator) Streamlabs: Jackku just tipped $3.00 dayo!
2:22:45 | max r: onii chan of course
2:22:47 | Shippo: all of us
2:22:47 | Transcendental_ColonThree: Can I? OwO
2:22:48 | james heller: Put me in coach
2:22:49 | Absolute Link: of course
2:22:50 | Momiji Channel: Ok
2:22:54 | Monkberry Moon: ME
2:22:58 | .sandrio: we are dadbros from now on
2:23:02 | Mew: Oniichan tsuyoi
2:23:08 | MachoTako: I'm too old
2:23:24 | Jackku Chan: She's going to buy candy..
2:24:03 | Herbie Cucumber: candy makes the stream better
2:24:10 | Megiddo: Thanks for the great stream as always
2:24:23 | max r: the real yukari
2:24:25 | cycochaos2: Candy eating ASMR 
2:24:59 | Transcendental_ColonThree: I dream about being a brother... Please beatani.....
2:25:00 | BasedBug: WE'RE GONNA MAKE IT
2:25:02 | 77Yuja_: Impossible 
2:25:04 | Nasty Yukari: Okay... We'll let science run its course
2:25:15 | Herbie Cucumber: dad's gonna incline
2:25:15 | stuffed idiot: today we learned that beatani's dad is an ugly bastard
2:25:37 | Jackku Chan: Dad's gonna burn twice as bright, half as long.
2:25:45 | imalittle cupcake: Thank you for streaming based bokukko bear
2:25:51 | Canna: I'm Dad 
2:25:57 | Shippo: in reality, there are no moms here
2:26:18 | cycochaos2: tfw no moms
2:26:19 | Sero Sero Ch. NeoFlyingDragon: 🙂
2:26:22 | james heller: Mom (male)
2:26:28 | Zhnigo: correct :>
2:27:26 | Jackku Chan: Oh no....
2:27:28 | Nasty Yukari: That dad is not ready to face the consequences
2:27:32 | max r: LOL
2:27:43 | Raziel: Part of the ship, part of the crew!
2:27:43 | stuffed idiot: """"cute""""
2:27:45 | (Verified, Moderator) Streamlabs: ColonThree just tipped $1.00 dayo!
2:27:45 | RBZE7: looks like reverse psychology is working
2:27:53 | Shippo: but the dad monster is already cute
2:28:19 | Transcendental_ColonThree: Thank you . w. ~
2:28:28 | Mew: :yougotthis::yougotthis:
2:28:36 | Mew: Thank you for stream!
2:28:39 | Jackku Chan: Conditional love!
2:28:40 | imalittle cupcake: I love you too, daughter...
2:28:40 | cycochaos2: lol 
2:28:47 | 77Yuja_: I am ugly
2:28:48 | BasedBug: Thank you for streaming!
2:28:52 | max r: ok time to go cry
2:29:01 | Margrave: I am handsome... 
2:29:06 | Bob: :yougotthis:
2:29:07 | Jackku Chan: Y-Yah!
2:29:07 | thelastshinobi56: uglybros..
2:29:11 | MachoTako: Thank you
2:29:11 | Shippo: that's us, yep
2:29:20 | Jackku Chan: @Margrave It's too late, we're ugly for life now.
2:29:26 | Margrave: Noooo
2:29:32 | Megiddo: Thanks for the stream Beatani! Otsukare, bea bea
2:29:35 | .sandrio: its the inside that counts, right
2:29:36 | max r: cya beabea
2:29:44 | Raziel: 👋👋👋
2:29:46 | Zhnigo: thank for strem!
2:29:46 | Canna: The stream was great Beatani! 
2:29:46 | Jackku Chan: Bea bea~
2:29:48 | Heretic: Bea Bea daughter, looking forward to your next stream
2:29:50 | BasedBug: Have a good day!
2:29:53 | Nasty Yukari: This was an incredibly based stream! 3 9
2:29:54 | Margrave: This was really fun. See you next time!
2:29:57 | Herbie Cucumber: thanks for the stream
2:29:57 | Bob: 👋
2:29:59 | Absolute Link: bye!
2:29:59 | Jackku Chan: Karaoke soon!
