-43:08 | Tachi: 🐻‍❄🍀
1:55:14 | ThatVidyaGuy: Beatani is giving Mom a curvy body.
1:55:22 | Verijero: nice
1:55:44 | Ekusupuroshon: We cat now!
1:55:45 | BasedBug: Looking good!
1:55:46 | TWAIN: meow
1:55:58 | Megiddo: a cat is fine too
1:56:01 | Rye Mountain: What breed of cat is this?
1:56:08 | DragonJun: 🤣🤣🤣
1:56:23 | RBZE7: Rye Mountain catgirl wife (male)
1:56:40 | Stray Wolf: cat skipped leg day
1:56:41 | Y3TI: scary cat
1:56:43 | Rye Mountain: Where do i buy one
1:56:46 | TheCanti: Looks like we got out wife to be a big girl
1:56:57 | RBZE7: on the mogumogu boat
1:56:58 | Zarafiel ザラフィール Ch.: This game looks funny
1:57:03 | Ark K.: that's not kawaii, that's kowai
1:57:07 | Hanabi: mom starting to get buffed
1:57:10 | Raziel: Felix is wife
1:57:33 | TWAIN: cat leg!
1:57:42 | Hanabi: I like how the chicken mouth looks like a bell and tie on a collar or something
1:58:11 | hohoemikuma: the wife looks cuter
1:58:18 | Kyle: Gotta keep those thicc chicken legs
1:58:23 | Mew: It's shocking how it actually looks cute
1:58:36 | Rye Mountain: Now we just need a gondola to complete the family
1:58:36 | Steven Frati: Strong family!
1:58:46 | Chloro [クロロ]: Dad wants some love too :<
1:58:49 | RBZE7: mom's glasseye...
1:58:50 | ThatVidyaGuy: Dad got jealous. 
1:58:55 | ユーネ / Yuune: 🐈
1:58:57 | BalosDefread: dadbros...
1:58:57 | Nasty Yukari: Dad is jealous of how cute wife (male) now is lol
1:59:13 | Rye Mountain: Pero pero mom? 
1:59:17 | Skyguy the SF: I have no idea what this game is but thats a nice cat? you have there
1:59:21 | BasedBug: FATTO CATTO
1:59:25 | TWAIN: short cats
1:59:29 | Mew: level 0 cat
1:59:30 | ayy lmao: 猫鶏
1:59:48 | Stray Wolf: mogu mogu
1:59:56 | ユーネ / Yuune: ikuzo!
2:00:02 | Ekusupuroshon: Don't leave dad behind
2:00:33 | stuffed idiot: don't get lazer'd again
2:00:37 | TheCanti: Cluck Cluck Dad and Mogu Mogu Mom
2:01:09 | Ekusupuroshon: We go to space!
2:02:27 | stuffed idiot: you need to make a cleaver to break down chicken parts for feathers
2:03:17 | stuffed idiot: a big knife
2:03:24 | Skyguy the SF: knife used in for cooking
2:03:42 | Antonio Badilla: Hatchery? Can you breed monsters?
2:06:42 | Hanabi: blowpipe is like the thing you use to make glass isn't it?
2:06:58 | BasedBug: So many whistles
2:06:59 | Kyle: That's a lot of whistles...
2:07:03 | Nasty Yukari: It's raining!
2:07:26 | Mew: Is there lightning?
2:07:50 | Mew: Graceful
2:08:03 | TheCanti: We're watching mom run
2:08:05 | TheCanti: From behind
2:08:07 | Inaba: comfy
2:08:11 | Mew: No what is it?
2:08:25 | Hanabi: I learned about it from your twitter post
2:08:50 | Mew: Oh it's the japanese meme
2:10:09 | Nasty Yukari: lol
2:10:39 | Megiddo: yumm~
2:11:05 | 『雄二』: :buffering:
2:11:24 | BasedBug: Looking good!
2:12:36 | TWAIN: we can't stop flirting
2:12:41 | max r: good parents
2:12:58 | stuffed idiot: you need to drop the parts on the ground and hit them with the cleaver
2:13:01 | BasedBug: That cleaver is really strong
2:13:21 | TheCanti: Dad is paying too much attention to Mom and not to daughter
2:13:50 | stuffed idiot: dad is just enthralled with mom's hot new body
2:13:52 | ayy lmao: :buffering:
2:14:03 | Kyle: Keybindings strike again!
2:14:07 | stuffed idiot: controller troubles...
2:14:42 | stuffed idiot: dads we need to convert this bear to keyboard and mouse master race
2:15:13 | Megiddo: Beatani a kansai comedian?
2:15:54 | Raziel: gotta go, catch y'all on the next one
2:16:05 | Megiddo: monstrosity
2:16:20 | Hanabi: monster hunter is for casuals this is the true man's game
2:16:28 | stuffed idiot: long chicken
2:16:41 | BasedBug: Dad is hungry!
2:18:11 | TWAIN: beatani... feed us...
2:18:43 | Zhnigo: looks like kani body
2:18:55 | Megiddo: dad wants some food
2:19:07 | Joestar: why do you pets have werid names?
2:19:38 | RBZE7: they're excellent names what are you talking about
2:19:41 | Megiddo: named after viewers
2:19:59 | ユーネ / Yuune: sugoi
2:20:04 | Sunspots: what do you mean pet?
2:20:09 | Joestar: Well that explains the names lol
2:20:21 | Joestar: yes I understand.
2:21:09 | BasedBug: Canonically, ideotshippo cake is her dad and rbzbugpuroshion7 is her mother
2:22:21 | thelastshinobi56: momdad
2:22:50 | TWAIN: we're starving, bea
2:23:23 | Ekusupuroshon: Food please...
2:23:42 | BasedBug: Dad is staving at the beginning and end, it's a never ending cycle
2:24:02 | Mew: Dad is okay with raw
2:24:17 | Rye Mountain: It is worth wating for daughters food
2:24:30 | Joestar: Dad abuse?
2:25:19 | Megiddo: Bear eating in front of her dying dad
2:25:21 | Mew: めちゃ。。。目茶 
2:25:25 | Joestar: share the pumpkin!
2:25:41 | LassesAffar: Leaving dad dead on the ground.. sasuga DV daughter
2:26:04 | TheCanti: Mmm, thank you for the meal daughter
2:26:24 | TWAIN: delicious steak
2:26:37 | BasedBug: Very busy day today!
2:26:38 | Zhnigo: is the steak icon just a trimmed photo
2:26:43 | TWAIN: don't eat yourself!
2:26:53 | ThatVidyaGuy: Steak is good!
2:26:55 | Voltage: steak is best
2:26:58 | Nasty Yukari: I love a fine steak
2:27:05 | Rye Mountain: I hope its not bear steak
2:27:08 | Mew: Only the best 和牛 
2:27:15 | Tamero-kun: Cooking daughter!
2:27:19 | theguystaringatyou: uoooh
2:27:21 | TWAIN: talented bear
2:27:32 | TWAIN: can cook steak for family
2:27:52 | Rye Mountain: There is imported wagyu but it is very very expensive
2:27:58 | Voltage: expensivedayo
2:28:06 | Mew: それは和牛と呼ばれるものです。実際の和牛ではないと思います。
2:28:07 | skrong: yes you can get wagyu but it's pricey
2:28:20 | max r: cute family
2:28:21 | Rye Mountain: Japanese beef is the most expensive steak that i can buy here actually
2:28:21 | TheCanti: I'd like to try some Wagyu sometime
2:28:36 | LassesAffar: Cow breed
2:28:45 | Hanabi: it's a luxury food here
2:28:47 | Zhnigo: a breed of cow
2:28:49 | Rye Mountain: Wagyu is a cow breed yes
2:29:25 | Megiddo: wow 100g of steak is nothing
2:29:38 | Mew: Do you eat it once a year?
2:30:08 | Nasty Yukari: Metric system hijinks
2:30:21 | Hanabi: 100g is roughly a quarter of a pound
2:30:34 | BasedBug: /や/
2:30:37 | ヘビロック: I think they mean 100 grams is not much meat
2:30:37 | Rye Mountain: I checked now with my supermarkets website and 100g wagyu costs 322 SEK which is around 32 dollars 
2:30:39 | ThatVidyaGuy: 3 times a year!
2:31:25 | Joestar: How do you eat your steak? Medium well?
2:32:47 | ユーネ / Yuune: bear likes meat
2:33:19 | BasedBug: I live very close to a BBQ restaurant, now that's good stuff
2:33:22 | Megiddo: yakiniku is korean bbq right?
2:35:14 | Megiddo: smaller portions then?
2:35:25 | Joestar: membership when?
2:35:41 | BasedBug: I had a vacation in Texas a couple years ago, best barbeque of my life
2:35:53 | Megiddo: probably her upcoming zatsudan/talking stream
2:36:20 | (Verified, Moderator) Streamlabs: andrew just tipped $120.00 dayo!
2:36:37 | Megiddo: jeez andrew, nice
2:36:39 | BasedBug: Based Oil Baron
2:36:44 | Hanabi: oil barons coming through
2:36:51 | RBZE7: Oil king dad !
2:36:52 | stuffed idiot: is this the new oil baron?
2:36:54 | Ekusupuroshon: Maney....
2:37:01 | BasedBug: Careful, he's a hero
2:37:05 | ThatVidyaGuy: based oil baron dad 
2:37:20 | ユーネ / Yuune: pigs go home!
2:37:20 | Joestar: Lol
2:37:27 | Mew: Damn Oil Baron dad
2:37:34 | ユーネ / Yuune: strong dad
2:37:38 | Mew: Based
2:37:39 | Joestar: Dad putting in work
2:37:42 | Shippo: Beatani killing pigs, just as God intended
2:37:45 | stuffed idiot: this family is shaping up to be very strong
2:38:05 | Mew: 5% HP
2:38:05 | Megiddo: operation: obtain bed
2:38:09 | Joestar: yeah that is really late
2:38:09 | ユーネ / Yuune: sleepy bea
2:38:09 | bury pink: cute tired bear
2:38:09 | BasedBug: OH NO
2:38:12 | Tachi: Bea low hp
2:38:18 | Kyle: Bear can't go long between hibernations
2:38:29 | stuffed idiot: not even close to death
2:38:34 | stuffed idiot: she had plenty of hp
2:38:38 | Stray Wolf: 100gr is 10usd, that is indeed expensive
2:38:39 | TheCanti: Bear daughter needs sleep badly
2:39:05 | Hanabi: are ya winnin, dad?
2:39:21 | Fettuccine フェットチーネ: Same
2:39:24 | Mew: モンスターエナジーを飲むのを心配しないで 🥫
2:39:35 | Ark K.: expensible
2:39:45 | Mew: Mom has this
2:40:14 | Hanabi: how many feathers did you need for the bed?
2:40:16 | Zhnigo: "My chickens are too strong for you, traveller."
2:41:10 | Joestar: This is a very werid game
2:41:16 | stuffed idiot: I pretty certain she has enough materials
2:41:23 | Megiddo: now need vines?
2:42:30 | Kyle: Minecraft meets ARK meets Cubivore
2:42:38 | Megiddo: yes
2:42:42 | (Verified, Moderator) Streamlabs: Aba just tipped $10.00 dayo!
2:42:46 | Zhnigo: understandable
2:42:46 | ユーネ / Yuune: キモいクラフト
2:42:47 | Fettuccine フェットチーネ: Kinda
2:42:48 | Megiddo: weird/ugly minecraft~
2:43:08 | stuffed idiot: Mission Complete!
2:43:14 | BasedBug: Awesome!
2:43:17 | Chloro [クロロ]: Nice!
2:43:24 | BasedBug: What about a bed for mom and dad?
2:43:28 | ユーネ / Yuune: working for Bea!
2:43:40 | TWAIN: bea... food...
2:43:58 | Megiddo: raburabu
2:43:58 | Joestar: Cat with chicken legs
2:44:02 | Hanabi: dad needs food bad
2:44:06 | RBZE7: look at them kiss
2:44:16 | stuffed idiot: a big dad needs big meals
2:44:20 | SpaceTalon: yum
2:44:20 | Mew: Dad imagining mom as toast
2:45:00 | ユーネ / Yuune: yah
2:45:28 | (Verified, Moderator) Streamlabs: FakeName just tipped $1.00 dayo!
2:46:02 | webm aristocrat: just woke up
2:46:16 | LassesAffar: Abusive daughter... 😭
2:46:20 | stuffed idiot: dad only works with a full stomach
2:46:40 | BasedBug: Well done!
2:46:50 | Justin M: have you ever had raw steak?
2:46:59 | TWAIN: 👏👏
2:47:02 | ユーネ / Yuune: happy bear!
2:47:05 | Hanabi: one beatani jumping on the bed
2:47:52 | Kyle: Dad was redeemed today
2:47:54 | webm aristocrat: does a bed bear bite?
2:48:17 | Joestar: don't you have to sleep now?
2:48:19 | RBZE7: she's stepping on dad....
2:48:20 | stuffed idiot: wow, nearly 3 hour stream
2:48:23 | BasedBug: Tall dads in the cjat
2:48:25 | Joestar: almost 2 am now
2:48:35 | A A: Hop on pop.
2:48:42 | stuffed idiot: getting stepped on by beatani... bros...
2:49:03 | Tachi: Dad might like being stepped on
2:49:14 | Kyle: Jealous?
2:49:34 | BasedBug: Woooo
2:49:46 | Mew: It's time to SLEEP
2:49:55 | Joestar: yes sleep now
2:50:02 | (Verified, Moderator) Streamlabs: Kyle just tipped $5.00 dayo!
2:50:05 | BasedBug: Thank you for the stream! It was very fun to watch while working
2:50:08 | Fettuccine フェットチーネ: Me too...
2:50:10 | ユーネ / Yuune: good sleep Bea!
2:50:11 | Voltage: sleep time blessed bear!
2:50:12 | bury pink: Have sweet dreams, bear-chan
2:50:13 | Theblekedet: thank you beatani!
2:50:15 | Mew: :yougotthis::yougotthis:
2:50:16 | Chloro [クロロ]: Thanks for the stream as always! Otsukare~
2:50:20 | Inaba: rest well kuma
2:50:21 | Nasty Yukari: Sleepy at 2AM? Pft, weak
2:50:21 | Shippo: very nice
2:50:23 | max r: thanks for the stream beatani! it was very fun!
2:50:24 | Theblekedet: have a good night sleep
2:50:25 | imalittle cupcake: Thank you for streaming!
2:50:29 | stuffed idiot: very good stream
2:50:29 | Antonio Badilla: Thank you for the stream
2:50:32 | ThatVidyaGuy: Have a nice rest.
2:50:32 | ユーネ / Yuune: otsubea~
2:50:32 | Zhnigo: thanks for the stream bea~
2:50:34 | Mizuki Arisu: Thanks for the stream Bea!!!
2:50:35 | Ark K.: thank you for the stream
2:50:42 | Joestar: Brother?
2:50:43 | Mister Eko: Great stream! Now get some rest!
2:50:45 | TWAIN: thanks for the stream
2:50:52 | webm aristocrat: bea bea~
2:50:53 | Voltage: YESSSSS GOOD JOB BEAAA
2:50:54 | Kyle: Smash that 👍 button guys
2:51:01 | hohoemikuma: 💙
2:51:07 | Inaba: thank you for the stream~
2:51:13 | Nasty Yukari: Same! ❤ 
2:51:28 | Voltage: bea thanks for the streeammmm
2:51:31 | BasedBug: Wife (male)
2:52:00 | Nasty Yukari: Wife (male) best girl
2:52:25 | Mew: お父さんの娘 like 男の娘
2:52:27 | Fettuccine フェットチーネ: Woohoo!
2:52:33 | Megiddo: Awesome!
2:52:40 | Chloro [クロロ]: Membership!
2:52:53 | max r: I am excited for the membership and karaoke!
2:53:14 | Megiddo: what will her members be called I wonder
2:53:17 | Shippo: VERY nice
2:53:24 | Voltage: bigger familyyyyy
2:53:40 | Megiddo: keep the family growing
2:53:41 | Voltage: “family” vindiesel
2:53:44 | stuffed idiot: what if the imouto was made of crab pieces 🤔
2:53:48 | Nasty Yukari: Awesome
2:54:30 | BasedBug: Her membership should be the KaniClub
2:54:31 | Megiddo: English style steak? or what?
2:54:49 | Megiddo: ohhh A5
2:54:53 | Megiddo: I was thinking eigo kusa
2:55:10 | stuffed idiot: no youtube-kun why
2:55:11 | Mew: I want to see the oil baron reaction
2:55:13 | sp33d4l0l: oh good it's not just me
2:55:13 | Zhnigo: they took her away from us...
2:55:16 | ThatVidyaGuy: oh no
2:55:18 | Ekusupuroshon: My daughter... no...
2:55:19 | Tachi: Dads we're losing her Nooooooo
2:55:20 | Voltage: you can read it next stream
2:55:23 | Chloro [クロロ]: Bea Bea~
2:55:24 | Zhnigo: some of you guys are alright... don't come to youtube hq tomorrow
