-11:06 | Drachen: 10 minutes...
42:21 | Ark K.: hello japanese friends
42:23 | Kemonomimi: lol
42:23 | GrassHopperMouse: You can speak in Japanese with them, it's fine!
42:23 | .sandrio: kaigainiki represent
42:30 | hustler one: we don't want to bother the jp niki
42:32 | Mothman: hello jp bros
42:33 | Aftertone: foreigners like JP people, jp people are cool 
42:35 | Seiris: Hello JP bros
42:38 | クラガリ葉月: 海外パワー
42:40 | MonquSurtonpif: Hero tomodachi
42:44 | Shuko: 日本のお友達こんにちは
42:52 | bockyx: Hello JP bros, please take care of our daughter
43:01 | Raziel: Hello JP co-Dads
43:06 | Disgrace: It’s fine if you speak Japanese it’s always fun seeing a streamer handling both English and Japanese 
43:16 | SkysNotTheLimit: Bearcoins!
43:17 | Randy96: All in on bearcoin
43:19 | james, harbinger of chaos: rich in coins www
43:20 | Jackku Chan: Bearcoin surging!
43:21 | Apu 2: bearcoins pog
43:23 | Jor Leifur: Invest in Beatani!
43:25 | Kyle: 💰
43:27 | Oliver Meloche: I like the risk taking
43:31 | Skaaberen Lab: bearcoin going up
43:31 | hustler one: Bearcoin is MOONING
43:33 | Aftertone: Invest in Bearcoin
43:38 | zero despair: Hey Bear how do you feel about people drawing NSFW art of you
43:38 | Disgrace: Man that’s a lot of bear coins you got there 
43:39 | Doctor Pavel: 日本こんにちは !
43:41 | Shuko: BIG damage orb
43:42 | Angius: Bearcoins to the moon 🚀🌚
43:44 | Drachen: BEARCOIN LET'S GOO
43:44 | .sandrio: inclining
43:45 | Karsh: Yeah
43:47 | Mew: 海外にんき stronk 心配するな日本のお父さんたち
43:48 | bockyx: yes
43:49 | nicenature: yes
43:49 | どようび: 日本語のときも英語のイントネーションに引っ張られるのは許容してやる
43:50 | hustler one: yes we know chuuni
43:51 | GrassHopperMouse: we do
43:52 | Helma Lennartz: buying up all the bearcoins I can!
43:52 | Raziel: Bearcoin going to the moon!
43:55 | NatrixNatrix: @zero despair she said she's fine with it
43:57 | ThePlatinumCan: Yes
43:57 | chang og: yeah,are you looking at japanese people?
44:02 | Gamer: invest in bear coins
44:03 | Geister: chuunibyou yes
44:10 | ユーネ / Yuune: naisu
44:17 | Shuko: We know what chuunibyou means yes
44:21 | Jor Leifur: Chuunibyou is fun
44:32 | SkysNotTheLimit: Looter is stealing your Bear Coins!
44:39 | Karsh: Nicely played
45:03 | Drachen: Beatani is doing great!
45:06 | Fluffy Fish: aaaaa?
45:07 | zero despair: You should calm down to not scar away her origin fans
45:18 | Gamer: nice shop
45:18 | Shuko: Cute bear noises
45:19 | ユーネ / Yuune: wow
45:21 | Chloro [クロロ]: oh no the dilemma ww
45:25 | knowsur: たまに日本語がカタコトになってるのbig 草なのでbasedです
45:27 | StrangerSeen: waaaa
45:27 | chang og: uaaaaa
45:31 | prim2: nice early meal ticket
45:33 | BunBun, NTRthrologist: Oooouhhhh Cute and funny noises
45:35 | Mew: NO REGRET!
45:37 | Jor Leifur: 日本人のお父さんが私たち外国人の数に恐れを感じないことを願っています（グーグル翻訳）
46:32 | ユーネ / Yuune: wwwwwwww
46:42 | Apu 2: based
46:44 | Jor Leifur: ok!
46:46 | Shuko: Happy to hear it
46:47 | SkysNotTheLimit: We're gonna make it, bros
46:53 | Nanashi Nii: Nice
46:54 | ThePlatinumCan: ^^
46:56 | Cherry dude: you can keep speaking japanese we will enjoy it anyway
46:58 | Marc Bradford: Bearcoins, love it
47:01 | SkysNotTheLimit: You can talk Japanese, talk to your fans!
47:02 | Juliet: almost at 200, bros
47:03 | Theblekedet: aww I'm happy to see you too JP bros
47:13 | Nixo: We are fine if you talk Japanese!
47:22 | Apu 2: 3 more ppl
47:30 | SkysNotTheLimit: SLIME TIME
47:36 | kurokamitenshi: Yea, you know Japanese and English, so talk in both languages
47:40 | Drachen: We are a community!
47:43 | Kyle: JP🤝EN
47:51 | Shuko: Hang in there
47:56 | GrassHopperMouse: if we are all dads does it mean we are all married?
47:57 | BakedBanana: kuma kuma kuma bear
47:57 | Melon Pan: 強い熊
48:00 | Chloro [クロロ]: Bad slime! No hurt the bear!
48:03 | ユーネ / Yuune: 好きなvtuber
48:05 | Fluffy Fish: oh no slimes and a cute girl...
48:12 | Shuko: NICE
48:13 | Globalnet626: 米国からのご挨拶 ( 機械翻訳 )
48:14 | david johnston: no slimes dont bully our daughter
48:15 | james, harbinger of chaos: F
48:15 | Drachen: Perfect!
48:21 | Oliver Meloche: woah
48:27 | TheHighestNativeGod: hello miss bear!!
48:32 | Apu 2: shut up fluffy
48:33 | Jor Leifur: Thank you for protecting us Beatani~
48:34 | SkysNotTheLimit: Adorable
48:36 | Odette BALBc: がんばってきゅてふにくま!!
48:37 | ユーネ / Yuune: かわいい
48:47 | イロコィ・プリスキン: おはようべあたに！
48:49 | クラガリ葉月: ありがとう、守りましたから。
48:50 | Shuko: Holy cute
48:50 | Aftertone: strong bear
48:50 | Gamer: she protects us dads
48:51 | Nanashi Nii: awww
48:57 | O5060403: 海外のファンの多くは日本語を知っているか学んでいるので、恐れずに日本語で話してください。Sorry if it's broken.
49:02 | OverMagnet: 😭😭😭
49:08 | SkysNotTheLimit: Can she protect every dad?
49:13 | Shuko: Ah this guy is easy
49:17 | Shuko: You got this
49:18 | Mew: つよい
49:20 | Karsh: Could you move the clovers at the top? They're hiding a lot of info
49:25 | Drachen: Boss time?
49:25 | Fluffy Fish: ganbare Beatani~ !!!
49:33 | ユーネ / Yuune: ganbare
49:41 | Skaaberen Lab: protection!
49:48 | Chloro [クロロ]: がんばれ!
49:51 | SkysNotTheLimit: がんばれ！
49:56 | Alfa Ayed: hexa-ghost yabe
49:57 | King Weeb: Good luck!
49:59 | Drachen: 強い。。。
50:04 | Jackku Chan: Yabee
50:05 | SkysNotTheLimit: AHHH DAUGHTER HELP US
50:05 | Hertan: 頑張れ！
50:13 | クラガリ葉月: 信じている！頑張って！
50:17 | Shuko: Does weakness work with orb damage too?
50:19 | King Weeb: Cute and funny!
50:28 | Jor Leifur: がんばってね!
50:32 | Karsh: No
50:43 | Wayne Kerr: nice
50:44 | ThePlatinumCan: 頑張れ～
50:53 | Doctor Pavel: 賢い熊
50:59 | イロコィ・プリスキン: 頑張れ！
51:09 | Eika: やばそう
51:23 | Mr. Patata: Powerful hexagon
51:30 | Aftertone: seems like a strong enemy 
51:39 | 実験: リサイクル何故取らなかったし
51:42 | Mew: Very confident bear ahahha 
51:49 | SkysNotTheLimit: You can do it!
51:49 | quietly: oof double burn
51:49 | Jor Leifur: Ah, that's a bad hand
51:52 | Apu 2: you can do it bear
51:53 | james, harbinger of chaos: math
51:54 | Fluffy Fish: yabai
51:54 | Alfa Ayed: deck corrupted by enemy
51:56 | prim2: oh no
51:57 | Shuko: Oh man down to 6HP after this I think
51:57 | Börk Börk: こわい
52:00 | Drachen: Oh man..
52:02 | Jubes: yabe
52:03 | SkysNotTheLimit: BROS SHE NEEDS OUR SUPPORT
52:04 | Meneltir: ベアタニちゃん、日本語を喋るの忘れないでください。従来のニキ捨てないで!下手日本語は、すみません。
52:07 | イロコィ・プリスキン: やばいやつ
52:10 | Nanashi Nii: that's a lot of damage
52:11 | Karsh: あ
52:16 | Jackku Chan: Tasuketeee
52:16 | ThePlatinumCan: >.<
52:18 | クラガリ葉月: あーあれ。。
52:18 | ユーネ / Yuune: あ
52:19 | Karsh: これ終わりそう
52:20 | Jubes: Pray for Beatani!
52:26 | Chloro [クロロ]: Daughter nooooo
52:30 | King Weeb: Yab!
52:31 | SkysNotTheLimit: COME ON
52:32 | Drachen: Pain dayo
52:33 | ユーネ / Yuune: pain kuma
52:35 | chang og: aaaan
52:52 | Karsh: F
52:55 | Fluffy Fish: Nooooooo
52:55 | King Weeb: Lucky!
52:58 | Mew: we got too cocky bros
52:58 | ThePlatinumCan: Pien
53:00 | 天上天下唯我独尊: さらばだ
53:01 | chang og: aaaaoouuu
53:01 | Jor Leifur: Oh dear
53:03 | Arcterion: RIP based bear daughter.
53:03 | Jubes: oh no
53:05 | Мкqт: panik
53:06 | King Weeb: uuooooooohhhh!
53:07 | TheHighestNativeGod: it's over, Beatani...
53:11 | Ain't It: You can do it!
53:13 | Börk Börk: ウオ強い
53:13 | MonquSurtonpif: uoooooh
53:14 | Drachen: これでおわりだ。。。
53:17 | OverMagnet: 30 DMG
53:18 | King Weeb: Panik kuma
53:19 | Hertan: Pain gao
53:23 | Alfa Ayed: abayo
53:26 | Kyle: Nice!
53:28 | Mew: Oh boy
53:34 | Fluffy Fish: believe it!
53:36 | Jor Leifur: Do your best!
53:37 | Karsh: Not enough damage to outpace the incoming burns it seems
53:38 | SkysNotTheLimit: NEVER GIVE UP
53:43 | どようび: かわいい四葉のクローバーは大切なポーションを隠します。私たちはそれを見ることが難しい。
53:47 | Börk Börk: がんばれ
53:51 | Shuko: No orbs......
53:52 | james heller: You can do it!
53:59 | Randy96: f
54:01 | Jor Leifur: Yabee...
54:01 | SkysNotTheLimit: Bros...
54:05 | Ark K.: oh noooo
54:05 | ユーネ / Yuune: yab
54:08 | Chloro [クロロ]: Hexaghost temeeee
54:09 | SkysNotTheLimit: AHHHHHHHHHHHHH
54:11 | Fluffy Fish: F 😭
54:12 | NatrixNatrix: rip
54:13 | Aftertone: yabai
54:13 | Vic Kyorlo: rip
54:14 | クラガリ葉月: あっ。死んじゃった。
54:14 | King Weeb: Yabai!
54:14 | Eika: やられたぁぁ
54:16 | MiiMuu: f
54:16 | Kemonomimi: f
54:18 | Mr. Patata: F unu
54:18 | TheHighestNativeGod: NOOOOOO!!!!
54:18 | Jubes: NOOOOOOOOO
54:18 | Oliver Meloche: F
54:18 | ThePlatinumCan: Noooo
54:19 | Juliet: f
54:19 | quietly: F
54:19 | Drachen: You did your best!
54:20 | ユーネ / Yuune: ああああ
54:21 | ThePlatinumCan: F
54:21 | King Weeb: RIP
54:22 | Jarrels: F
54:22 | Ysoseerius: Noooooo
54:22 | Mew: 😱
54:23 | Jubes: f
54:23 | CantDood: thmmmF
54:23 | SkysNotTheLimit: f
54:23 | Aftertone: F
54:24 | Jackku Chan: dame dame
54:24 | Ain't It: F
54:24 | Spook: F
54:24 | Idle Bear: f
54:24 | Jor Leifur: rip
54:24 | TheHighestNativeGod: yabai !!
54:26 | OverMagnet: F
54:26 | Blackwolfdave: GG
54:26 | Lagalith: F
54:26 | Sprongle: f
54:26 | MrShadow PL: f
54:26 | Börk Börk: Oh no
54:27 | FerretParade: F
54:29 | Ain't It: You did good! 
54:29 | D3bugged: ah
54:29 | Karsh: 🙏
54:30 | King Weeb: uuoooooohhhh!
54:31 | StrangerSeen: f
54:31 | Listening Man: oh no! good run though. 
54:34 | Theblekedet: F
54:34 | Alfa Ayed: kuma ga shindaa
54:37 | ユーネ / Yuune: gg
54:38 | Fluffy Fish: angry bear
54:38 | Wayne Kerr: RIP 🐻
54:39 | SkysNotTheLimit: ANGRY KUMA
54:39 | Jor Leifur: Better luck next time!
54:41 | グレイダス: f
54:46 | Reika: rip
54:49 | Chloro [クロロ]: GG
54:51 | Karsh: One dad is dead
54:53 | SkysNotTheLimit: Dead dads..
54:54 | King Weeb: Pain kuma
55:00 | Nanashi Nii: F
55:04 | Disgrace: Ah better luck next time 
55:05 | Drachen: Let's go!
55:08 | kaiserschmarrn_: bring me back to life UUUOOOOHHHH
55:14 | Hanabi: mou ikkai
55:24 | kurokamitenshi: Taboo
55:24 | chang og: mottekaretaaaa
55:26 | Börk Börk: お父さん一匹が死んだ
55:26 | グレイダス: クマしんだ、悲しい
55:28 | TheHighestNativeGod: MOU IKKAI
55:33 | hustler one: you can't do human transmuation !!!
55:38 | SkysNotTheLimit: Poor dad
55:41 | イロコィ・プリスキン: Do your best, cute and funny bear!
55:52 | OverMagnet: 🧟‍♂
55:53 | Drachen: 怒りのクマ！
55:56 | ユーネ / Yuune: 頑張れ
55:57 | Mew: By the Power of Anger and Kuma
55:58 | クラガリ葉月: ネクロクマンサ
56:04 | Odette BALBc: きゅてふに くま!!
56:10 | No Body: let us hear your roar!
56:11 | FerretParade: angry kuma noises
56:17 | イロコィ・プリスキン: BUY KUMACOIN
56:20 | Karsh: NOOOO
56:23 | Nanashi Nii: Cute and Funny Angry Bear
56:23 | Karsh: THE BEAR COINS
56:28 | Arcterion: >you can no longer gain gold
56:29 | Fluffy Fish: you can no longer gain gold oof
56:30 | Arcterion: Oh no.
56:34 | Shuko: Oh that's not good
56:34 | SkysNotTheLimit: NO BEARCOINS??
56:41 | King Weeb: oouuuhhhh
56:41 | OverMagnet: Dear god she intends to do Equivalent Exchange!
56:45 | Disgrace: Ahh no more bear coin 
56:47 | 「Loru Apollo」: Bearcoins rising up
56:54 | ユーネ / Yuune: beatani is kawaii gamer
56:55 | Skaaberen Lab: Gaaaooo
56:57 | Karsh: It's a good relic to get later on
56:58 | クラガリ葉月: すまん。
56:59 | Naive Anon: QUICK SELL YOUR BEARCOINS
57:00 | Helma Lennartz: I hope you lads bought enough Bearcoin. It's all out now!
57:01 | Börk Börk: くまコインいない？
57:02 | King Weeb: No kumacoin
57:07 | kurokamitenshi: Bearcoins stocks frozen
57:10 | TheHighestNativeGod: BUY THE DIP
57:12 | ユーネ / Yuune: 頑張れ
57:13 | OverMagnet: DOMP IT
57:16 | quietly: we hold
57:23 | King Weeb: SEC 5 minute freeze due to volatility
57:29 | Doctor Pavel: nocoiner bear
57:44 | Helma Lennartz: Hold your bearcoin! It will only gain in value!
57:55 | イロコィ・プリスキン: Boku? Cute
57:58 | Mew: Stronk kuma
58:13 | Drachen: Boku is cute! 
58:17 | ユーネ / Yuune: kawaii
58:17 | SkysNotTheLimit: Nice!
58:18 | james, harbinger of chaos: naisu
58:19 | Gamer: winner bear!!!
58:25 | TheHighestNativeGod: yay!
58:27 | Disgrace: Winner!!
58:32 | Moeniki: Are you an Oreko?
58:35 | 「Loru Apollo」: I love my tomboy bear
58:38 | Karsh: Will you ever play with mods? There are QoL mods which can be very helpful
58:40 | クラガリ葉月: 僕っ娘ね。
58:45 | Hertan: ぼく助かる
59:01 | Drachen: Mods are a good idea!
59:16 | Hanabi: QoL = Quality of Life (improve gameplay)
59:18 | Hertan: Woah
59:21 | SkysNotTheLimit: Hololive mod for Slay the Spire?
59:23 | Drachen: Wow, that'd be great!
59:23 | Fluffy Fish: really? sounds cool
59:24 | Jackku Chan: I know Library of Ruina mods
59:29 | EvilBetty: Rimworld?
59:29 | フェットチーネ: Oohh
59:31 | クラガリ葉月: そうか。面白い。
59:32 | SkysNotTheLimit: Play it!
59:35 | 「Loru Apollo」: sounds like a cool mod
59:38 | Börk Börk: え？ほんとに？今買います
59:40 | ThePlatinumCan: Really?? Awesome
59:43 | kurokamitenshi: Is beatani a tomboy? Doesnt feel like it, too cute and funny
59:44 | Vic Kyorlo: there's touhou mods too
59:44 | Disgrace: Ooh that’d be fun 
59:50 | Odette BALBc: woah! do they have luna?
59:56 | Geister: But no cute funny bear mod?
59:57 | Drachen: What about the Beatani mods?
1:00:02 | Chloro [クロロ]: I didn't know there is a hololive mod, that seems fun!
1:00:03 | Karsh: My favorite character mod is Touhou's Marisa
1:00:04 | james, harbinger of chaos: pog
1:00:06 | ユーネ / Yuune: I want Beatani mod
1:00:14 | Mew: HA HA HA HA card
1:00:16 | Börk Börk: 熊谷MODいつか？
1:00:18 | SkysNotTheLimit: Someone make a Beatani mod
1:00:19 | Jor Leifur: Have you tried any mod for Slay the Spire?
1:00:22 | TheHighestNativeGod: beatani mod!!!
1:00:22 | EvilBetty: have you applied for Hololive EN yet?
1:00:33 | Orange Princess: we want beatani mod
1:00:34 | 「Loru Apollo」: based
1:00:36 | Drachen: Beatani character in Slay the Spire!
1:00:44 | minus INT [マイナスイント]: 魔理沙？！
1:00:48 | minus INT [マイナスイント]: うまい
1:00:48 | Jor Leifur: She steals many hearts
1:00:52 | TheHighestNativeGod: do you know Touhou project?
1:00:55 | Fluffy Fish: pls give her hat back, Marisa
1:01:05 | Hertan: Marisa stole the precious thing (her heart)
1:01:08 | Jor Leifur: 123! 123!
1:01:08 | Disgrace: Beatani mod when?
1:01:09 | Drachen: かわいい
1:01:10 | Shuko: Beatani stole the precious thing
1:01:12 | Mew: 1 2 san 
1:01:14 | Vic Kyorlo: ah, classic memes
1:01:16 | Odette BALBc: ein zwei gutten morgen!
1:01:20 | TheHighestNativeGod: WHY WHY DON'T I LOVE YOU A LOT FOREVER
1:01:24 | NatrixNatrix: touhou singing cover?
1:01:26 | chang og: god song
1:01:27 | minus INT [マイナスイント]: Great taste 👌
1:01:28 | Mothman: ❤
1:01:29 | Karsh: 上手い
1:01:32 | Blackwolfdave: karaoke when!!
1:01:34 | Jor Leifur: So nostalgic
1:01:38 | fuwuta gaming: Very cool!
1:01:39 | グレイダス: patchouli cute
1:01:41 | クラガリ葉月: パチパチ
1:01:41 | CantDood: old but good
1:01:43 | TheHighestNativeGod: you should make a cover of that song!
1:01:48 | イロコィ・プリスキン: 懐かしいな
1:01:48 | fuwuta gaming: Very cool and based bear
1:01:51 | Mew: Touhou will rise again
1:02:05 | OverMagnet: 🐻🎙❤
1:02:08 | Jarrels: Needs lots of practice.
1:02:12 | TheHighestNativeGod: touhou is fun!
1:02:17 | StrangerSeen: Bear should play difficult games, because they are rewarding when completed!
1:02:18 | Jor Leifur: Bullet hell games are intimidating...
1:02:18 | Hertan: Try Touhou 18?
1:02:28 | Karsh: Upgrade Recursion
1:02:30 | Arcterion: ... Did the stream freeze?
1:02:33 | Skaaberen Lab: bear has good voice, high tier singing
1:02:34 | Karsh: ah
1:02:46 | Jor Leifur: stream works for me
1:02:48 | Drachen: Slimy Beatani!
1:02:54 | Arcterion: Ah, never mind, just my connection being weird.
1:03:16 | SkysNotTheLimit: MY BEARCOINS
1:03:17 | Fluffy Fish: bearcoins.......
1:03:27 | Skaaberen Lab: poverty kuma
1:03:29 | Chloro [クロロ]: No bearcoins pien..
1:03:40 | TheHighestNativeGod: Yabai...
1:03:41 | Alfa Ayed: binbo kuma
1:03:42 | Karsh: We can't see most of top bar, daughter
1:03:52 | Kemonomimi: Dump it
1:03:57 | shadowmaverick15: cute and funny bear
1:04:26 | Marc Bradford: This bear is adorable
1:04:35 | Mew: えーマジイージーモード！？キモーイイージーモードが許されるのは小学生までだよねーキャハハハハ
1:04:37 | Drachen: yabai
1:04:57 | Alfa Ayed: corrupting deck
1:05:01 | SkysNotTheLimit: pain kuma
1:05:27 | Drachen: You can do it!
1:05:33 | Nanashi Nii: Try Touhou 8, is the easiest and fun in my opinion 
1:05:42 | Karsh: Hint for future: kill one of the ones on the sides first to make the fight a lot easier
1:05:49 | Hertan: Lol
1:05:57 | TheHighestNativeGod: OVERDRIVE!
1:06:03 | Chloro [クロロ]: www
1:06:12 | OverMagnet: KUSA
1:06:18 | ユーネ / Yuune: kusa
1:06:43 | Jor Leifur: If you are lucky
1:06:46 | Karsh: Just get lucky 5Head
1:06:57 | Mew: GO!
1:06:59 | Mew: KUSA
1:07:01 | Drachen: Oh no...
1:07:01 | SkysNotTheLimit: FUCKING LIGHTNING
1:07:03 | TheHighestNativeGod: yabai!!
1:07:03 | Fluffy Fish: fucking lighting
1:07:04 | Shuko: lmao
1:07:05 | ユーネ / Yuune: wwwwww
1:07:07 | Jor Leifur: Fucking lightning lmao
1:07:08 | クラガリ葉月: ヤバい
1:07:09 | Idle Bear: www
1:07:09 | Kyle: Bad lightning!
1:07:09 | Chloro [クロロ]: Lmao
1:07:10 | Hertan: Yab
1:07:11 | Jackku Chan: FAQ
1:07:11 | NatrixNatrix: kek
1:07:12 | Alfa Ayed: faqing lightning
1:07:12 | Kemonomimi: lol
1:07:13 | Oliver Meloche: my sides lololol
1:07:13 | ThePlatinumCan: wew
1:07:14 | SkysNotTheLimit: anger kuma
1:07:22 | クラガリ葉月: すーすみません。。
1:07:27 | TheHighestNativeGod: fucking!!!
1:07:31 | OverMagnet: 👀
1:07:42 | Börk Börk: FAQ U lighting
1:07:44 | イロコィ・プリスキン: 悪口熊！
1:08:21 | Karsh: Powers are fun, right!
1:08:33 | TheHighestNativeGod: yatta !
1:08:42 | Moeniki: Dirty mouth bear
1:08:46 | Börk Börk: pottymouth
1:08:53 | kaiserschmarrn_: .....
1:08:53 | Drachen: Possibly
1:08:53 | ユーネ / Yuune: smug bear is cute
1:08:54 | Fluffy Fish: no you are seiso
1:08:58 | Skaaberen Lab: cute bear tongue
1:08:59 | Alfa Ayed: no, cute tongue
1:09:00 | Chloro [クロロ]: NO!
1:09:02 | Kemonomimi: potty mouth
1:09:04 | WizJR W: I am proud
1:09:04 | Oliver Meloche: fucking lightning lol
1:09:04 | TheHighestNativeGod: it's nice!
1:09:07 | SkysNotTheLimit: Never disappointed in Cute and Funny Daughter
1:09:08 | Mew: No it's AWESOME
1:09:10 | Idle Bear: swear bear jar
1:09:13 | Hertan: We are proud!
1:09:17 | Jor Leifur: It's okay to have a nasty tongue haha
1:09:20 | No Body: nah u gucci
1:09:22 | StrangerSeen: Nasty tounge www
1:09:23 | GrassHopperMouse: good girl
1:09:27 | Theblekedet: Nah it's okay
1:09:30 | イロコィ・プリスキン: 悪口でもかわいいだから大丈夫
1:09:31 | Mew: guccikuma ahahha 
1:09:35 | 「Loru Apollo」: Are you winning son?
1:09:38 | Moeniki: we like 悪口
1:09:42 | FerretParade: In the spire you just need to grin and bear it
1:09:42 | SkysNotTheLimit: Good luck!
1:09:44 | TheHighestNativeGod: kill him!!!
1:09:47 | Arcterion: Nah, we're all proud, and much more foul-mouthed than you. 😛 
1:09:51 | Drachen: You've got this! 
1:09:53 | Drachen: Kill him!
1:09:56 | Karsh: Take potion!
1:09:57 | TheHighestNativeGod: 36!!!
1:10:01 | Karsh: Blue one!
1:10:03 | Alfa Ayed: revenge!
1:10:04 | Apu 2: KILL HIM
1:10:06 | Chloro [クロロ]: Hexaghost round 2 IKZ!!
1:10:07 | ユーネ / Yuune: 頑張れ!!!
1:10:07 | Ark K.: ganbare!!!
1:10:07 | Apu 2: take revenge
1:10:11 | Mew: Dad No#2 Do you best!
1:10:14 | Fluffy Fish: revenge for dad!
1:10:17 | Skaaberen Lab: No mercy, take revenge!
1:10:21 | GrassHopperMouse: Hello, my name is Kumagi Chisato, you killed my father, prepare to die.
1:10:30 | Idle Bear: Inigo Montoya!
1:10:54 | ihazwhip: Isn't that spirittomb?
1:11:07 | gyroninja: おはよう
1:11:23 | Karsh: Blue potion makes you similar to 'blue bird man' enemy
1:11:23 | クラガリ葉月: イージーイージー
1:11:30 | SkysNotTheLimit: you can do it!
1:11:34 | Jor Leifur: Remember, you have 4 mana!
1:11:35 | Fluffy Fish: you can do it!
1:11:43 | chang og: 🐻❄
1:11:49 | Mew: They set us up the BOMB
1:11:57 | SkysNotTheLimit: give her your support lads
1:12:08 | ユーネ / Yuune: え
1:12:08 | TheHighestNativeGod: you can do it!
1:12:10 | Jor Leifur: You used it
1:12:20 | TheHighestNativeGod: you did use bomb
1:12:22 | Jor Leifur: You drew it again
1:12:27 | Chloro [クロロ]: you did
1:12:32 | Oliver Meloche: I see bomb go off before
1:12:49 | Karsh: Not 'Exhaust' so it comes back
1:12:54 | Jor Leifur: 👏
1:12:55 | TheHighestNativeGod: yes!!!
1:12:55 | SkysNotTheLimit: FATHER = SAVED
1:12:57 | NatrixNatrix: niceeeee
1:12:57 | Fluffy Fish: NICE 👏👏
1:12:57 | Mew: GG!!!
1:12:57 | Hertan: Nice!
1:12:58 | ThePlatinumCan: Nice!!
1:12:59 | Alfa Ayed: omedetou
1:12:59 | ユーネ / Yuune: tsuyoi kuma
1:12:59 | SkysNotTheLimit: nice!
1:13:00 | Listening Man: damn good job!
1:13:01 | Ark K.: niceeee
1:13:01 | Chloro [クロロ]: Nice!!!!
1:13:02 | Kyle: 👏
1:13:03 | TheHighestNativeGod: yatta !!!!
1:13:05 | Shuko: Nice fight
1:13:05 | Ukitsu2: You're great.
1:13:06 | quietly: nice!
1:13:06 | ユーネ / Yuune: 8888
1:13:06 | Skaaberen Lab: Victory! Gao!
1:13:08 | Theblekedet: Good job!
1:13:09 | james heller: WIN
1:13:11 | Ain't It: Good job! You did it! Awesome!
1:13:11 | SkysNotTheLimit: thank you daughter!
1:13:12 | david johnston: hexaghost down! we are so proud of our daughter
1:13:13 | O5060403: よくやった！
1:13:15 | Börk Börk: dad avenged
1:13:15 | GrassHopperMouse: 🎈🎉🎊
1:13:15 | イロコィ・プリスキン: Congrats!
1:13:16 | Мкqт: 👏
1:13:16 | Rurin: cute and funny
1:13:16 | 「Loru Apollo」: 👏👏
1:13:18 | Oliver Meloche: SUGOI
1:13:19 | pakkanen: Ohayo Beatani
1:13:20 | Nanashi Nii: 👏👏👏
1:13:21 | ユーネ / Yuune: naisu
1:13:22 | kurokamitenshi: beat or defeated
1:13:23 | quietly: based bear daughter!
1:13:25 | No Body: You Are WINNER!
1:13:29 | Arcterion: GG 👏
1:13:29 | Karsh: 👍
1:13:31 | GrassHopperMouse: "I have beaten him" is more correct
1:13:35 | bulletfodder: ないすぅぅ
1:13:35 | FerretParade: Hooray
1:13:36 | クラガリ葉月: リベンジして良いね
1:13:37 | Aftertone: Unlimited POWER
1:13:41 | Ain't It: We are proud of our daughter! She is very strong! 
1:13:43 | SkysNotTheLimit: a winner is you
1:14:03 | OverMagnet: 👏👏👏
1:14:10 | SkysNotTheLimit: our daughter has a nuke?
1:14:10 | Alfa Ayed: plasma is good
1:14:13 | Drachen: Act 2! Let's go!
1:14:16 | 「Loru Apollo」: You did well
1:14:18 | james, harbinger of chaos: 👍
1:14:26 | Admiral Smug: My daughter is good at video games!!!
1:14:38 | Blackwolfdave: ♥♥♥♥♥
1:14:41 | Mew: ☢☢☢NUCLEAR BEAR ☢☢☢
1:14:56 | Karsh: Orbs are good against the birds, don't worry!
1:15:17 | イロコィ・プリスキン: ☢🐻
1:15:25 | Rurin: based bear
1:15:33 | Karsh: Like that.
1:15:43 | SkysNotTheLimit: Caterpillars better watch out
1:15:55 | Drachen: Cheating bird!
1:16:26 | Headcrabz3: Beam is good!
1:16:26 | Jubes: POWERFUL Beatani
1:16:33 | Meneltir: やぁ
1:16:57 | MiiMuu: stronk
1:17:03 | Börk Börk: ya
1:17:05 | Karsh: Leave!
1:17:14 | Karsh: Ah
1:17:18 | Raziel: very powerful
1:17:22 | Mew: ohhh
1:17:28 | Karsh: Lucky
1:17:39 | Alfa Ayed: nuke is very very danjyarasu
1:17:58 | Wawi3313: いいね
1:18:44 | Jack Nichols: oh shit
1:18:46 | WizJR W: yabai
1:18:54 | Karsh: Beatani, remember that if the offered cards are bad, you can skip and choose neither of them!
1:19:05 | Canna: Bear is much stronger. 
1:19:15 | GrassHopperMouse: shelled = has a shell
1:19:20 | GrassHopperMouse: shell like what a snail has
1:19:24 | chang og: madomagi?
1:19:27 | Jack Nichols: this guy sucks
1:19:34 | Malafazzle: cute and funny
1:19:36 | SkysNotTheLimit: Bear can beat caterpillars, she can beat everything
1:19:44 | Gunn: Does bear have parasites?
1:20:05 | Fluffy Fish: good job~
1:20:05 | SkysNotTheLimit: nice!!
1:20:08 | 「Loru Apollo」: LET'S GOOOOOOOOOOOO
1:20:08 | Mew: Good job
1:20:12 | GrassHopperMouse: winrar
1:20:13 | Börk Börk: winning bear
1:20:16 | Canna: Hell yeah! 
1:20:18 | SkysNotTheLimit: you beat it!
1:20:19 | Börk Börk: you beat it
1:20:22 | Drachen: かった！
1:20:24 | ユーネ / Yuune: naisu
1:20:41 | Jack Nichols: bad luck
1:20:59 | SkysNotTheLimit: pain kuma
1:21:07 | FerretParade: sabarushii
1:21:09 | Alfa Ayed: cant skip event?
1:21:23 | Wawi3313: いっっっって
1:21:47 | Drachen: So many cultists...
1:22:05 | Karsh: Some events can be skipped, that one has an unlockable option which is very good
