-1:06:17 | KappaMikeyTSF: cute and funny bear hit 1k subs! let's go!!!
2:08:19 | yuuyuu: no chill bear
2:08:19 | FerretParade: eat dogs
2:08:21 | Lerelee: Bear beats dog
2:08:25 | Kuyashii: yum
2:08:25 | SkysNotTheLimit: Carnivores = Animals that eat meat
2:08:28 | Shuko: Beatani is a dangerous bear
2:08:35 | SuppahTenko: Its getting dark again.
2:08:39 | SkysNotTheLimit: Like a bear
2:08:39 | .sandrio: I'm looking forward to the first banshee appearance
2:08:40 | O5060403: It's late, you should go back to the hideout
2:08:43 | Sunspots: dogs, wolfs, schizos and deers. All meat for the bear
2:08:51 | MonquSurtonpif: ded dog haha
2:09:00 | Arcterion: A winrar is you.
2:09:02 | StrangerSeen: night time bear
2:09:09 | SkysNotTheLimit: Wolfbros we got too cocky...
2:09:09 | Ark K.: bear is afraid of dogs?
2:09:30 | ThePlatinumCan: Cute~
2:10:11 | Jackku Chan: Run Bear!
2:10:24 | SkysNotTheLimit: Is the bear afraid of the dark?
2:10:34 | StrangerSeen: tick tock
2:10:38 | .sandrio: Uh oh, this won't end well
2:10:41 | Nero: You should hurry home bear
2:11:07 | Shuko: Oh no
2:11:19 | Nero: Should have saved the torch for the night
2:11:30 | Chloro [クロロ]: !?
2:11:30 | Shuko: Run!
2:11:32 | Stray Wolf: oh noes
2:11:35 | LoneRanger25: やべ
2:11:37 | SkysNotTheLimit: Oh my god
2:11:37 | yuuyuu: yab
2:11:40 | LoneRanger25: F
2:11:40 | クラガリ葉月: f
2:11:41 | Kuyashii: RIP
2:11:42 | SuppahTenko: You need to turn the generator on
2:11:44 | O5060403: 草
2:11:45 | Chloro [クロロ]: What was that!?
2:11:45 | Vitz: what is happening
2:11:47 | Stray Wolf: F 
2:11:48 | .sandrio: F
2:11:48 | Arcterion: Devoured by a wild fart.
2:11:52 | StrangerSeen: you will die if you stay out at night
2:11:55 | Sprongle: F
2:11:58 | SkysNotTheLimit: F
2:12:01 | Sunspots: this forest is dangerous
2:12:03 | SuppahTenko: You cannot be out at night
2:12:10 | Outwith: R.I.P
2:12:18 | Heretic: F
2:12:25 | .sandrio: @Chloro [クロロ] the lore is that the house is filled with smoke that repels whatever kills you outside at night
2:12:32 | StrangerSeen: F
2:12:41 | Vitz: Looks like Poland all right
2:12:51 | .sandrio: basically at night the game turns into home defense simulator
2:12:58 | Sunspots: Poland is hell
2:13:14 | SuppahTenko: Generator has enough fuel for the first night
2:13:26 | cynops: krowky. flushed
2:13:28 | Nero: Don't waste your fuel
2:13:33 | Chloro [クロロ]: That sounds like a pain in the ass
2:13:38 | Nero: You should turn that back off
2:13:43 | Qwazola: Is it really supposed to be in Poland because man does it scream Eastern Europe
2:13:54 | SuppahTenko: Only have the generator on when you need it.
2:14:04 | Ikxi: music sounds like "Sound of Silence" lul
2:14:09 | SuppahTenko: Poland is eastern europe
2:14:11 | Meneltir: It is set in Poland, yes.
2:14:22 | yuuyuu: 🐻🐻🐻
2:15:06 | Qwazola: Incredible, they really did a good job with the setting then
2:15:12 | (Verified, Moderator) Nightbot: zzzzzz
2:15:15 | Meneltir: Might be Second Republic, when it was under strong Soviet influence - there's lots of old technology and some of the spelling is a bit weird.
2:15:38 | Viking: Fkn Polan (vomiting)
2:15:43 | SuppahTenko: Theres also another person to talk to
2:15:54 | SuppahTenko: You can trade with them.
2:16:10 | cynops: polan:
2:16:14 | SuppahTenko: Same spot as the wolf last time
2:16:23 | Jackku Chan: In hideout
2:17:30 | SkysNotTheLimit: Typical Polish man
2:18:49 | Nixo: dark hood
2:19:08 | Qwazola: dak ood
2:19:23 | SkysNotTheLimit: He has guns too, wow
2:19:33 | Adlan Haris Animet: Hello you are Cute😊😊💞
2:19:40 | SuppahTenko: reputation is the currency
2:20:05 | SkysNotTheLimit: More window shopping
2:20:28 | Adlan Haris Animet: how often do you stream?
2:20:36 | SuppahTenko: Thats also just the frame, don't think about getting guns for now
2:20:47 | Nero: Oh yeah, she hasn't put her mushrooms in the thing yet
2:20:52 | SuppahTenko: You get 50 reputation each night you survive too
2:20:53 | Qwazola: Looks like a Liberator, noice
2:21:12 | Adlan Haris Animet: Angel Voice😇😇😇
2:21:13 | Sunspots: you can cook the mushrooms in the saferoom where the gas/smoke is
2:21:18 | SkysNotTheLimit: Can boards be used as weapons?
2:21:30 | Shuko: I can't stay awake for the rest of the stream I think. Goodnight Beatani, stay cute and funny
2:21:42 | hustler one: what are batteries used for in this game
2:21:51 | O5060403: Dangarous egg
2:21:57 | Nero: I think boards can be used to make a weapon when you combine them with nails
2:21:58 | SuppahTenko: On the ground sometimes are spots of mushrooms you can pickup. Pay attention to objects on the ground.
2:22:04 | O5060403: Dangerous*
2:22:43 | Chloro [クロロ]: Maybe you can add the axe blade on the board to make an axe?
2:22:44 | SuppahTenko: Outside is a pile of wood you can turn into boards in the wood chipper
2:23:28 | Kaiser Kebab: Axe head is expensive
2:23:30 | SuppahTenko: On the left
2:23:37 | SuppahTenko: Next to the door
2:24:14 | SkysNotTheLimit: I like this BGM
2:24:47 | SuppahTenko: Outside the house against the wall
2:25:03 | Nero: He leaves when you leave the meadow
2:25:07 | Chloro [クロロ]: wolf-san is gone?
2:25:32 | SuppahTenko: Top left of your scree currently
2:27:08 | yuuyuu: naisu
2:27:23 | O5060403: Mushrooms are very tasty.
2:27:39 | SuppahTenko: Like 2 centimeters left of where you found the mushroom
2:27:44 | SkysNotTheLimit: Fried kinoko?
2:27:51 | GrassHopperMouse: Oh, it's the "breaking bad" sort of cook
2:29:11 | Nero: Just above the open door honey
2:29:34 | .sandrio: Yeah the protag doesnt need food or sleep anymore, everything in the forest is mutated
2:29:36 | major wow: outside the door
2:30:13 | (Verified, Moderator) Nightbot: zzzzzz
2:30:25 | SuppahTenko: This is going to be difficult
2:30:44 | (Verified, Moderator) Nightbot: @Nimue Albon -> You are the missing link. Goodbye. [stop spamming caps] [warning]
2:30:47 | Nero: I gotta account for the time lag between seeing what you do and when I write the comment. But he's talking about the exit door on the left side of the house.
2:30:55 | SkysNotTheLimit: Hahahahaha
2:30:55 | .sandrio: haha
2:31:28 | SkysNotTheLimit: She can break stuff in the safehouse for materials, right?
2:32:15 | major wow: outside the door by the mushrooms
2:32:32 | .sandrio: Yeah, i think you can break furniture
2:32:50 | major wow: right there
2:32:55 | SukiKirai: now that's a based game
2:32:56 | SkysNotTheLimit: Nice!
2:33:06 | Chloro [クロロ]: Ooh, nice!
2:33:08 | SkysNotTheLimit: It's empty?
2:33:17 | SkysNotTheLimit: There are no logs in the log pile?
2:33:17 | SuppahTenko: None in there, thats bad luck.
2:33:22 | major wow: ah sorry
2:33:31 | SkysNotTheLimit: Try breaking some furniture
2:33:36 | .sandrio: Its hard to tell what you can interact with in this game, sadly
2:34:02 | SuppahTenko: There was also wood to the left on the way to the burned house
2:34:08 | Chloro [クロロ]: Is there only one wood logs? tough luck
2:34:46 | SuppahTenko: You can see on the map spots with wood
2:35:16 | yuuyuu: ogey
2:35:17 | SkysNotTheLimit: Wood pile!
2:35:22 | .sandrio: rrat
2:35:25 | SkysNotTheLimit: Right side of house, I think
2:35:33 | SuppahTenko: Burned house also has some wood spots
2:35:34 | yuuyuu: 草
2:35:36 | ThePlatinumCan: Oof
2:35:38 | Ark K.: oh no
2:35:39 | major wow: run!
2:35:48 | Ukitsu2: I don't like those kind of dogs.
2:35:52 | SkysNotTheLimit: Poor bear..
2:35:54 | VampirkoO: Nooo
2:35:54 | Kuyashii: RIP
2:35:56 | クラガリ葉月: F
2:36:01 | Chloro [クロロ]: www
2:36:02 | Ark K.: noo bea
2:36:16 | yuuyuu: ᕙ(⇀‸↼‶)ᕗ
2:36:19 | SkysNotTheLimit: I see a wood pile near the burned house, right side
2:36:28 | Sunspots: two dogs こわ
2:36:38 | Eika: そのゲーはむずかしそう！
2:36:50 | SuppahTenko: Some items are lost when you die
2:37:00 | O5060403: This game has a lot of hard English words, doesn't it?
2:37:17 | SkysNotTheLimit: So many dogs in this forest
2:37:33 | Viking: Kill doggo
2:37:41 | Ark K.: so many dogs
2:37:44 | Chloro [クロロ]: dog is zurui dayo!
2:37:53 | Nero: She doesn't have any weapons
2:38:08 | Viking: pain
2:38:21 | SuppahTenko: Later in the game there will be beartraps in the woods, so it's important to pay close attention where you walk.
2:38:22 | Marc Bradford: Wao!
2:38:24 | Ukitsu2: A shotgun would be nice.
2:38:26 | SkysNotTheLimit: Pain kuma
2:39:01 | Ark K.: is the game hard?
2:39:08 | SuppahTenko: Chain trap holds enemies in place.
2:39:48 | SkysNotTheLimit: Darkwood is Based, confirmed
2:39:48 | LoneRanger25: www
2:39:58 | .sandrio: 木のある場所は地図上にマークされています。木の上にカーソルを置いてみる DeepL to the rescue
2:40:02 | major wow: based game based bear
2:40:05 | L0rdJ0n3Z: based game for based bear
2:40:09 | SkysNotTheLimit: There's some wood in the burned house, if you can avoid the dogs
2:40:09 | SuppahTenko: Getting dark again
2:40:48 | .sandrio: next to burned houses the are three stick on the map
2:41:21 | major wow: down a bit
2:41:22 | Leyva Diaz Alejandro Ivan: this Is good game. it males you respect the woods
2:41:27 | SuppahTenko: That yes
2:41:35 | .sandrio: yes!
2:41:48 | Chloro [クロロ]: Yeah, maybe it's better to hide for now
2:42:06 | SuppahTenko: You need to turn the generator on before night, then stand next to a lamp and be scared.
2:42:12 | SkysNotTheLimit: Turn on the generator at night, be careful bear
2:42:13 | Sunspots: remember to turn on the generator
2:42:46 | Nero: To your right
2:42:52 | SuppahTenko: Tiny building on the right
2:43:13 | Nero: In the room on your right
2:43:29 | major wow: naisu
2:43:30 | SkysNotTheLimit: Let there be light!
2:43:32 | Izumi Ziahn: cyute bear
2:43:34 | Chloro [クロロ]: Nice!
2:44:06 | Izumi Ziahn: there let be light!
2:44:12 | SuppahTenko: Stay by the light if you want to live
2:44:30 | 玲: こんばんは！
2:44:34 | Nero: You should close all the doors
2:44:43 | SkysNotTheLimit: Can you break some furniture and get materials?
2:44:58 | .sandrio: at night even the hideout is dangerous
2:45:06 | Sunspots: cute singing
2:45:13 | (Verified, Moderator) Nightbot: zzzzzz
2:45:34 | SuppahTenko: No, you can break the furniture with weapons, but you don't get stuff from it
2:45:38 | Mothman: hello night bot
2:46:11 | SkysNotTheLimit: Scary noises
2:46:25 | SkysNotTheLimit: 1000 subscriber karaoke time?
2:46:28 | SuppahTenko: First night is relatively quiet
2:46:35 | Qwazola: Hell yeah!
2:46:41 | Nero: Can you move the container below you to cover the hole in the room?
2:46:48 | SuppahTenko: That will not be the case for other nights.
2:46:57 | SuppahTenko: yes
2:47:38 | SuppahTenko: You cannot barricade all spots so you have to place furniture in way sometimes.
2:47:45 | Chloro [クロロ]: Lamp-kun helps bear to calm down
2:47:47 | Arcterion: Turn it off just to see what happens. Science!
2:47:51 | Leyva Diaz Alejandro Ivan: the light wont last forever
2:47:55 | SuppahTenko: Close to morning
2:48:03 | .sandrio: brace for the crescendo
2:48:24 | Nero: Dawn
2:48:28 | StrangerSeen: Good job!
2:48:29 | Ark K.: why is music scary?
2:48:30 | SkysNotTheLimit: That was scary
2:48:35 | Izumi Ziahn: ahaha
2:48:41 | SuppahTenko: You can buy some stuff now
2:48:42 | O5060403: You survived!
2:48:46 | yuuyuu: nice
2:48:47 | Qwazola: lmao
2:48:48 | ThePlatinumCan: The music got so intense
2:48:48 | Nero: You have reputation now
2:48:54 | Ark K.: good job
2:48:56 | Vitz: ナイス
2:48:59 | Kaiser Kebab: You did it!
2:49:01 | Kaiser Kebab: 88888888
2:49:35 | SkysNotTheLimit: Maybe a weapon/board
2:49:50 | Chloro [クロロ]: Maybe some weapon? to beat the dogs idk
2:49:51 | Kaiser Kebab: buy some boards 
2:50:02 | SuppahTenko: Boards, fuel maybe
2:50:26 | SkysNotTheLimit: Gasoline, right
2:50:27 | .sandrio: having a board with nails would help against the dogs, then exploration is easiert
2:51:11 | Izumi Ziahn: easier*
2:51:48 | .sandrio: oops, my bad, typo
2:51:49 | SuppahTenko: You can make a weapon at the workbench.
2:52:02 | Sunspots: 夜の時間に道具や武器が作ることができるけど取り敢えず物質が持ってないから考えしかできませんｗ
2:52:19 | SkysNotTheLimit: Bear has a weapon now!
2:52:34 | yuuyuu: armed bear!
2:52:36 | major wow: armed bear
2:52:38 | .sandrio: the right to bear arms
2:52:41 | SkysNotTheLimit: Time to take out some dogs
2:52:42 | Izumi Ziahn: cute and armed bear
2:52:59 | SuppahTenko: Weapons have durability, you can also upgrade them.
2:53:46 | SkysNotTheLimit: Goal: Kill 1 dog
2:53:46 | yuuyuu: おk!
2:54:04 | FerretParade: gamer bear
2:54:06 | major wow: nice
2:54:15 | SkysNotTheLimit: Don't die
2:54:17 | .sandrio: Nice!
2:54:20 | gaooo: cute and funny
2:54:24 | LoneRanger25: Wack that fucker let's goooooooooo
2:54:29 | SkysNotTheLimit: Bear is strong!
2:54:32 | NatrixNatrix: nicee
2:54:34 | yuuyuu: naisu
2:54:37 | Izumi Ziahn: nicenicenice
2:54:37 | クラガリ葉月: GG
2:54:42 | Sunspots: 強い
2:54:42 | LoneRanger25: bear is undefeatable 
2:54:44 | major wow: the dog should fear the bear
2:54:51 | (Verified, Moderator) Nightbot: @gaooo -> You done? [stop spamming caps] [warning]
2:54:52 | Kaiser Kebab: Niiii~ce
2:54:54 | Theblekedet: Nice!
2:54:55 | SkysNotTheLimit: Is bear stronger than bear trap?
2:55:07 | gaooo: disarm!
2:55:07 | Hanabi: bears>dogs
2:55:08 | Sprongle: 強い
2:55:10 | SuppahTenko: Disarm for some scrap metal
2:55:10 | Apu 2: the weak should fear the bear
2:55:11 | O5060403: すごい
2:55:12 | Theblekedet: Bear is strong!
2:55:13 | LoneRanger25: The dogs put it there
2:55:19 | major wow: yes it must be the dogs
2:55:36 | Theblekedet: the dogs put it
2:55:42 | Izumi Ziahn: darn dogs and their bear traps
2:55:52 | SkysNotTheLimit: This was a very fun stream
2:56:06 | LoneRanger25: A good note to end it on
2:56:11 | Vitz: Great stream
2:56:13 | major wow: cute and fun stream
2:56:22 | Qwazola: Two dogs no?
2:56:24 | Theblekedet: Ya~!
2:56:27 | Izumi Ziahn: wasn't here from the beginning sadly but looks like it was fun
2:56:28 | Kuyashii: Good stream
2:56:28 | Apu 2: based stream thank you beatani
2:56:28 | SkysNotTheLimit: Thank you for streaming!
2:56:30 | NatrixNatrix: nice stream, looking forward to more!
2:56:31 | Chloro [クロロ]: お疲れ様でした! stream was very fun, it's still pretty scary tho ww
2:56:32 | クラガリ葉月: Thank you for streaming, Beatani.
2:56:32 | LoneRanger25: 👍
2:56:33 | Gaishu Isshoku: Thanks for the stream!
2:56:34 | .sandrio: based, superlit, dope
2:56:36 | Jackku Chan: Good night!
2:56:37 | Ark K.: ya!
2:56:39 | O5060403: I had fun! Thank you Beatani.
2:56:44 | yuuyuu: otsukare!
2:56:44 | SkysNotTheLimit: Do you know when will stream next?
2:56:46 | nicenature: おつー
2:56:46 | hustler one: 🐻👋
2:56:47 | Jinhao: thank you beatani!!!
2:56:47 | Ark K.: it's scary
2:56:47 | Zarafiel ザラフィール Ch.: Oyasumi Chisato-chan!
2:56:51 | フェットチーネ: Very nice stream!
2:56:53 | Eika: ww
2:56:54 | Sunspots: お疲れ様～
2:56:54 | FerretParade: beat all dogs
2:56:54 | somoman123: Thanks for stream 
2:56:55 | LoneRanger25: 🐻Thanks for the comfy stream, Beatani
2:56:55 | Ekigo: Thanks for the stream Beatani
2:56:56 | Qwazola: Nice stream Beatani, good stuff!
2:56:58 | Theblekedet: I enjoyed the stream, otsukare!
2:56:59 | D3bugged: very nice stream
2:57:02 | Heretic: Thank you for the stream Beatani
2:57:03 | Kuyashii: w
2:57:03 | Ark K.: wwww
2:57:05 | Izumi Ziahn: have a good night beatani
2:57:07 | Idle Bear: Thanks for stream!
2:57:11 | 寓意: お疲れ様~！
2:57:11 | yuuyuu: 🐻♥️
2:57:11 | Meneltir: 🙋
2:57:15 | Pekka.D: otsu
2:57:17 | Börk Börk: Otsukuma~
2:57:23 | SkysNotTheLimit: A month + 1000 subscriber birthday
2:57:23 | Sprongle: おつくま!
2:57:25 | Izumi Ziahn: is there a schedule i can find?
2:57:30 | Arcterion: This was a beary entertaining stream. 👍
2:57:31 | Peer: otsu!🐻♥️
2:57:31 | Apu 2: good job bear
2:57:37 | Orange Princess: thanks for stream
2:57:41 | yuuyuu: いいね
2:57:41 | major wow: cool
2:57:42 | Sunspots: almost 1.1k
2:57:44 | scoutgamerfin: Thank you for the stream
2:57:46 | LoneRanger25: おつくま
2:57:46 | SkysNotTheLimit: Sounds fun
2:57:46 | Chloro [クロロ]: Oooh! Looking forward for it!!👍
2:57:53 | Arcterion: 🐻❤ 🍀
2:57:54 | Qwazola: Karaoke oh babey!!
2:57:58 | Theblekedet: I can't wait!
2:58:00 | FerretParade: party hard bear
2:58:00 | LoneRanger25: Sounds fun!
2:58:02 | Kyle: Looking forward to it!
2:58:04 | フェットチーネ: Can't wait!
2:58:06 | Kaiser Kebab: Good night! Oyaasumiiii
2:58:09 | VampirkoO: Looking forward to it!
2:58:11 | Reika: will see you there!
2:58:11 | Izumi Ziahn: alr, will look for it there
2:58:17 | O5060403: Sounds fun, can't wait!
2:58:18 | Kaiser Kebab: 🐻❤ 🍀
2:58:23 | Outwith: Sounds fun
2:58:26 | SkysNotTheLimit: Have a good night bear, thank you for streaming!
2:58:29 | yuuyuu: 🐻♥️
2:58:29 | Kuyashii: Nice
2:58:30 | Meneltir: じあ！
2:58:30 | Lerelee: Thank you for the sream, upbear!
2:58:32 | Apu 2: cute an funny
2:58:34 | NatrixNatrix: sleep well!
2:58:35 | Izumi Ziahn: goodnight cute and funny bear
2:58:36 | OverMagnet: See you there!
2:58:37 | major wow: good night
2:58:38 | Eika: bye bye
2:58:38 | Kaiser Kebab: Byeeee
2:58:40 | VampirkoO: Otsu!
2:58:41 | ThePlatinumCan: Thank you for the stream!
2:58:43 | Kuyashii: Bye Beatani!
2:58:44 | Tet: See you!
2:58:44 | Nero: Have a good night bear
2:58:44 | Zarafiel ザラフィール Ch.: bye bye
2:58:44 | Vitz: お疲れ！
2:58:44 | FerretParade: matane funny bear
2:58:44 | クラガリ葉月: See you later. Bea-bea.
2:58:44 | SkysNotTheLimit: Bye bye
2:58:46 | EryQ53: Sleep well
2:58:47 | Theblekedet: Of course!
2:58:50 | Kyle: Bear bear!
2:58:50 | XeniVari: Good night!
2:58:51 | Choryf: bye
2:58:52 | Ark K.: bye bear
2:58:52 | Qwazola: See ya Beatani!
2:58:52 | kurokamitenshi: aww rip I came late
2:58:53 | Idle Bear: Good night 
2:58:54 | Sprongle: bye!
2:58:55 | gaooo: bye
2:58:55 | Salamander: Bye!
2:58:58 | D3bugged: bye
2:58:58 | Sunspots: bye bye!
2:58:59 | ThePlatinumCan: Bea Bea~
2:59:00 | Theblekedet: Thank you and good night?
2:59:02 | Jinhao: goodbyeee
