-13:39 | Bob: 🍀
1:35:03 | Jackku Chan: Beatani sounding like a cat there
1:35:10 | Verijero: i hate kanji more than grammar
1:35:10 | imalittle cupcake: Yaaaaaaaah~
1:35:21 | Suukotto Funsha: You can do it Beatani
1:35:30 | BasedBug: :DDDDDDDDDDDD
1:35:31 | Theblekedet: she really is jackku
1:35:35 | Andrew Ryan: モテモテべあたに
1:35:36 | Rivicen: oh, it was my stupid keyboard. I typed wa by habit
1:35:42 | Rivicen: ty Megiddo
1:35:45 | Megiddo: motemotemote
1:35:47 | Flux: LMAO
1:35:47 | Stray Wolf: mote mote bear 
1:35:54 | Suukotto Funsha: You're welcome daughter
1:35:55 | Fluffy Fish: MOTE MOTE BEAR
1:35:57 | Megiddo: np
1:36:29 | RADEON 360: Is there going to be more karaoke today?
1:36:45 | Nasty Yukari: Shy guys unite
1:36:48 | Megiddo: yep, 6 more songs
1:36:59 | BasedBug: Back to the karaoke!
1:37:04 | CommanderMichael: Next song dayo~
1:37:07 | BasedBug: GUITAR?
1:37:16 | Theblekedet: GUITAR?!!!!
1:37:23 | Jackku Chan: Karaoke IKZ!
1:37:23 | Verijero: preparations?
1:37:24 | hohoemikuma: resuming party time~
1:37:31 | Voltage: guitardayo?
1:37:31 | Megiddo: BASED
1:37:33 | stuffed idiot: I'm not ready for this
1:37:35 | Alexander Holzer: Prepare
1:37:41 | Fluffy Fish: okay no problem
1:37:49 | hohoemikuma: ワクワク
1:37:50 | BasedBug: Whatever happens, it's gonna be good
1:37:51 | Verijero: i miss her
1:37:54 | Tachi: Hype
1:37:54 | Suukotto Funsha: Guitar time?
1:37:54 | Raziel: rebooting
1:37:55 | pakkanen: Bio break!
1:37:55 | TWAIN: [guitar loading]
1:37:56 | Verijero: r8
1:38:02 | imalittle cupcake: My heart...
1:38:02 | Nasty Yukari: I miss her already bros...
1:38:06 | BasedBug: Rebooting in Safe Mode
1:38:06 | sp33d4l0l: I miss her already
1:38:07 | hohoemikuma: downloading guitar
1:38:07 | Takeshi: KINO
1:38:08 | Ludd: guitar??
1:38:10 | gyroninja: wrong button
1:38:11 | フェットチーネ: wooo
1:38:12 | Rivicen: cute!
1:38:14 | Cool bug Fact's: 🎸🐻❄
1:38:16 | Sol Codguy: Think I'm going to need kneepads soon
1:38:17 | Rye Mountain: hype
1:38:17 | Hanabi: guitar time?
1:38:18 | stuffed idiot: i can't believe she's gone....
1:38:22 | Mew: Windows Hill crashing 
1:38:23 | hohoemikuma: haha
1:38:25 | Theblekedet: oh god she's not muting it
1:38:27 | _XnT: pick kusa lol
1:38:28 | ellescer: is she gonna shred that guitar?
1:38:31 | Stray Wolf: oh no
1:38:32 | LoneRanger25: Use potato chip instead
1:38:34 | Sheep: guitar!
1:38:35 | Verijero: search under the ero manga!
1:38:35 | Chloro [クロロ]: Maybe it's inside the guitar?
1:38:36 | Suukotto Funsha: Did it fall in the guitar?
1:38:39 | Nasty Yukari: pick is where? Oh nooo!
1:38:40 | Ludd: SOVL
1:38:40 | Stray Wolf: the pick of destiny 
1:38:41 | Takeshi: use a coin!
1:38:45 | ellescer: use fingernails
1:38:52 | Nasty Yukari: Use your polar bear nails
1:38:53 | Stray Wolf: Satan took the pick 
1:38:58 | Verijero: i love piku
1:38:58 | Andrew Ryan: ポイントカードとかつかってみない. try using a point card or something
1:39:06 | Destoroyar Fortress: The quest for the lost pick
1:39:17 | LoneRanger25: Saved!
1:39:18 | Voltage: use bearclaw very strong!
1:39:20 | hohoemikuma: found!
1:39:26 | MBmasher: soooo guitar bear?
1:39:27 | Takeshi: IKZ
1:39:39 | LadyCaitlin0429: losing guitar picks is every guitar and/or bass player's curse lol
1:39:40 | Zekamashi: FREEBIRD
1:39:45 | Fluffy Fish: YAY
1:39:46 | BasedBug: 🐻‍❄🎸
1:39:47 | Voltage: guitar 🐻
1:39:59 | RADEON 360: 100 viewers
1:40:00 | Nasty Yukari: Tunnng
1:40:11 | Voltage: lets goooooo
1:40:21 | Hanabi: just buy a thousand picks problem solved
1:40:22 | Stray Wolf: the pick of destiny !
1:40:28 | stuffed idiot: pick-kun is afraid
1:40:29 | Mizuki Arisu: Guitartani... I'm in heaven lads...
1:40:37 | Tachi: I lost all my picks lol
1:40:38 | Rye Mountain: Buying a bag of 100 picks is not even uncommon
1:40:45 | ThatVidyaGuy: The bear is serenading us!
1:40:51 | Suukotto Funsha: Hanabi has the right idea, buy hundreds and it's fine
1:40:51 | Voltage: loading 🍀🐻‍❄️ dayo
1:40:54 | Jackku Chan: Passing out... Have a good time non-EU bros.
1:41:05 | Fake Name: 小さいから
1:41:06 | Stray Wolf: quantum pick that change location when you don't look 
1:41:08 | Sheep: gn comrade
1:41:10 | MBmasher: perfect pitch bear
1:41:17 | Verijero: aaaaaaaaaa
1:41:19 | Theblekedet: good night dad
1:41:23 | Nasty Yukari: Aaaaaaaa
1:41:29 | Rye Mountain: Somewhere there is a pick dimension that all picks go to
1:41:37 | Raziel: good night, we will carry the torth
1:41:40 | Raziel: *torch
1:41:41 | Nasty Yukari: Take care dads that are shutting down
1:41:50 | BasedBug: 🐻‍❄🎸
1:41:52 | imalittle cupcake: I enjoy listening to our daughter practice, too
1:41:55 | Mew: 🎸🎸🎸
1:41:55 | Rob G.: i need to use autotuner or tuning fork lol
1:41:56 | stuffed idiot: tape hundreds of picks to your guitar, problem solved
1:41:57 | Stray Wolf: woah 
1:41:59 | minus INT [マイナスイント]: LESGOOO
1:42:05 | BasedBug: I'm so excited
1:42:10 | Stray Wolf: 🎸🎸🎸
1:42:13 | Takeshi: nice!
1:42:18 | Theblekedet: I'm so ready and not ready at the same time
1:42:19 | pakkanen: Okaeri
1:42:21 | Sunspots: uooo
1:42:22 | Voltage: talented bear tunes guitar HERSELF
1:42:24 | max r: 🎸 🧨🐻‍❄🧨
1:42:25 | hohoemikuma: excited!!!
1:42:31 | imalittle cupcake: 🍀🐻‍❄🎸
1:42:31 | Ludd: 🎸IKZZZ
1:42:31 | Voltage: no need for machineeeeer
1:42:36 | Nasty Yukari: レッツらGo!
1:42:37 | Fluffy Fish: okaeri
1:42:37 | stuffed idiot: they excitement, it's unBEARable
1:42:37 | Suukotto Funsha: Let's listen to our cute daughter play guitar
1:42:38 | imalittle cupcake: Hype!
1:42:38 | BasedBug: 🐻‍❄🎸🎶🎶
1:42:39 | Shippo: 🧨🐻‍❄🎸🧨
1:42:48 | Takeshi: okaeri
1:42:48 | Voltage: hypeeee
1:42:49 | hohoemikuma: junbi ok
1:42:55 | Antonio Badilla: 1kg of picks in the amazon wishlist.
1:43:00 | BasedBug: OH MY GOD
1:43:01 | Absolute Link: nice!
1:43:01 | Raziel: nice!!!
1:43:02 | ThatVidyaGuy: cute!
1:43:03 | Verijero: nice
1:43:03 | Sheep: nice
1:43:03 | ellescer: awesome
1:43:06 | Rye Mountain: Guitar bear!
1:43:09 | (Verified, Moderator) Streamlabs: AndrewRyan just tipped $9.11 dayo!
1:43:10 | Voltage: 🎸 🐻‍❄️🍀
1:43:26 | Mizuki Arisu: GIITA!!!
1:43:26 | Voltage: hello bear!
1:43:41 | JayTheGreatest: lol
1:43:58 | Alexander Holzer: So cute 😭
1:44:04 | Voltage: wow!
1:44:07 | imalittle cupcake: Based bokukko bear
1:44:08 | Stray Wolf: the pillows
1:44:14 | Stray Wolf: oh yeah baby 
1:44:15 | BasedBug: Do your best!
1:44:15 | Tachi: Oooohh
1:44:16 | Rob G.: WOOOOOO
1:44:16 | ハオテマオ ｢haotehmao」: uohhhh
1:44:20 | Stray Wolf: Ride on Shooting Star!
1:44:21 | MBmasher: based guitar
1:44:21 | Sol Codguy: absolutely, irrefutably based
1:44:21 | imalittle cupcake: Hell yeah
1:44:26 | Voltage: lets gooooo
1:44:27 | Megiddo: 🍀🐻‍❄🎸🎤🎶
1:44:28 | Rob G.: based
1:44:28 | ellescer: wicked
1:44:29 | Takeshi: WOOOOO
1:44:31 | pakkanen: Sing along guys!
1:44:31 | Alexander Holzer: Oh my god
1:44:33 | Sheep: SOUL!
1:44:35 | Stray Wolf: BASED 
1:44:36 | Cool bug Fact's: 🤘🐻🤘🎶🎶🎸🐻❄
1:44:37 | hohoemikuma: BASED
1:44:40 | BasedBug: By far the best karaoke I've ever attended
1:44:40 | Theblekedet: Noice
1:44:40 | Rye Mountain: Very comfy
1:44:41 | JayTheGreatest: SOUL
1:44:41 | Chloro [クロロ]: 🐻🎶🐻🎶🐻🎶
1:44:44 | Takeshi: 🎸🐻‍❄
1:44:44 | CommanderMichael: 🎶 🎶
1:44:45 | imalittle cupcake: 🧨🐻‍❄🧨
1:44:45 | ThatVidyaGuy: BASED
1:44:47 | Mister Eko: BASED
1:44:47 | Raziel: 🎸
1:44:49 | stuffed idiot: 🐻‍❄🍀🎸 LETS GO
1:44:51 | Flux: SOUL OVERLOAD
1:44:51 | Andrew: your voice is sooo nicee
1:44:52 | TWAIN: comfy bear
1:44:56 | anon: holy based
1:44:56 | Shippo: 🧨🐻‍❄🎸🧨
1:44:57 | Andrew: the guitar is good
1:44:58 | hohoemikuma: 🐻‍❄ 🎸 🎶🐻‍❄ 🎸 🎶🐻‍❄ 🎸 🎶
1:44:58 | Stray Wolf: 🛵🛵🛵🛵
1:44:59 | ellescer: PURE SOVL
1:44:59 | Rob G.: 🤘
1:45:01 | Megiddo: 🍀🐻‍❄🎸🎤🎶
1:45:01 | Stray Wolf: 🏍🏍🏍🏍
1:45:05 | ハオテマオ ｢haotehmao」: RIDE ON SHOOTING STARRR
1:45:05 | Kyle: 🌠🌠🌠
1:45:06 | Mizuki Arisu: BEST NIGHT OF MY LIFE
1:45:07 | Bob: 🧨🐻‍❄🎸🧨
1:45:09 | Mister Eko: 🎸🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸🐻‍❄
1:45:10 | Mew: 🎸🐻‍❄🐻‍❄
1:45:10 | imalittle cupcake: 🧨🐻‍❄🧨
1:45:10 | Simón: 🐻‍❄🎸🎶🐻‍❄🎸🎶
1:45:12 | Rivicen: 🤘
1:45:14 | imalittle cupcake: SOUL
1:45:15 | Stray Wolf: RIDE ON SHOOTIN' STAR~
1:45:16 | Fluffy Fish: ´🐻🎶🐻🎶🐻🎶
1:45:17 | コンティニュアム ー Continuum: Goooooo Beatani!!!
1:45:18 | Cool bug Fact's: 🤘🐻🤘
1:45:22 | Tachi: 🎶🐻‍❄🎸🎶🐻‍❄🎸🎶
1:45:22 | Sunspots: AAAAAHHH perfect
1:45:24 | stuffed idiot: we're reaching levels of based never thought possible
1:45:24 | Hanabi: ah, I was just listening to this song earlier today
1:45:25 | Verijero: 🐻‍❄🎸🐻‍❄🐻‍❄🎸🐻‍❄
1:45:25 | コンティニュアム ー Continuum: 🎸🎸🎸🎸🎸
1:45:25 | Sheep: i'm having so much fun, it's been a while
1:45:26 | Voltage: singing bear
1:45:26 | Theblekedet: 🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸
1:45:27 | Stray Wolf: 🎸🎸🎸🎸
1:45:29 | BasedBug: ROCK ON KUMA
1:45:29 | max r: 🧨🐻‍❄🧨
1:45:31 | hohoemikuma: 🐻‍❄ 🎸 🎶🐻‍❄ 🎸 🎶
1:45:31 | Stray Wolf: 🎸🎸🎸🎸
1:45:33 | Sol Codguy: 🎸 🐻‍❄🎶🤘🌠
1:45:33 | Jessica: 🧨🐻‍❄🧨
1:45:33 | (Verified, Moderator) Streamlabs: NeverKnowsBest just tipped $10.00 dayo!
1:45:35 | Chloro [クロロ]: はい! はい! はい! はい!
1:45:41 | TWAIN: :polar_bear: :guitar:
1:45:42 | ThatVidyaGuy: 🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸
1:45:42 | Megiddo: 🍀🐻‍❄🎸🎤🎶
1:45:42 | Stray Wolf: 🎸🎸🎸
1:45:46 | ThatVidyaGuy: I love the Pillows!
1:45:47 | Stray Wolf: 🎸🎸🎸
1:45:48 | Voltage: guitar8beardayo
1:45:49 | CantDood: I'm imagining a campfire with Beatani sitting on a log
1:45:55 | Takeshi: GO BEATANI GO
1:45:57 | Stray Wolf: hamster~
1:46:03 | Stray Wolf: sniper~
1:46:05 | hohoemikuma: rock on bea!
1:46:06 | BasedBug: 🐻‍❄🎸🎶🎶!!!
1:46:08 | Steven Frati: 🎸🐻‍❄🎸
1:46:14 | Shippo: 🧨🐻‍❄🎸🧨
1:46:14 | ThatVidyaGuy: 🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸🍀
1:46:18 | Voltage: sitting around campfire with beatani
1:46:18 | Stray Wolf: RIDE ON SHOOTING STAR
1:46:19 | Megiddo: Love this!
1:46:20 | ハオテマオ ｢haotehmao」: 🐻Ride on shooting star~
1:46:30 | Rye Mountain: 🐻‍❄🎸🌠
1:46:31 | Theblekedet: This is peak comfy
1:46:36 | Faja2485: Now this is kino
1:46:38 | Zia: 88888
1:46:38 | hohoemikuma: what a fantastic setlist
1:46:38 | Voltage: 🎸🐻‍❄️ 🍀🎸🐻‍❄️🎸🐻‍❄️🎸🐻‍❄️🎸🐻‍❄️🎸🐻‍❄️🎸🐻‍❄️🎸🎸🐻‍❄️🎸🐻‍❄️🎸🎸🎸🎸🐻‍❄️🍀🎸🎸🎸🎸🐻‍❄️🍀
1:46:40 | Cool bug Fact's: 🐻🎸🎵🎶🌠
1:46:42 | stuffed idiot: 🧨🐻‍❄🧨
1:46:43 | Tachi: 🎶🐻‍❄🎸🎶🐻‍❄🎸🎶
1:46:45 | Cruzer: 🐻‍❄🎸🎶
1:46:58 | Fluffy Fish: 👏👏👏👏👏
1:46:59 | Nasty Yukari: Peak kino!
1:47:02 | Kyle: 👏👏👏
1:47:02 | Stray Wolf: 🧨🐻‍❄🧨
1:47:02 | Cool bug Fact's: 👏👏👏👏
1:47:02 | knull: based
1:47:03 | BasedBug: Very nice!!!!!!!
1:47:03 | pakkanen: 👏👏👏👏
1:47:04 | Chloro [クロロ]: 👏👏👏👏👏👏👏
1:47:05 | Tachi: 👏👏👏👏👏👏
1:47:06 | パナナナダ: 8888
1:47:07 | ElectroGeek007: 👏👏👏👏👏👏👏
1:47:07 | Sheep: wow!!!!!👏👏👏👏
1:47:07 | MBmasher: 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
1:47:08 | imalittle cupcake: 👏👏👏👏👏👏
1:47:08 | Rob G.: lyrics are weird, but song is cool
1:47:08 | Verijero: 88888
1:47:08 | Flux: I KNEEL BEA
1:47:08 | hohoemikuma: 👏 💙 👏 💙 👏 💙 👏 💙 👏 💙 👏 💙 
1:47:09 | Stray Wolf: 👏👏👏👏👏👏👏
1:47:10 | Shippo: 888888888888
1:47:10 | ハオテマオ ｢haotehmao」: 👏👏👏👏
1:47:11 | pakkanen: That was awesome Beatani
1:47:11 | MBmasher: sugoi!!!!
1:47:12 | Theblekedet: 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
1:47:12 | Bob: 88888888888
1:47:12 | Stray Wolf: 👏👏👏👏
1:47:13 | Destoroyar Fortress: BASED BEAR
1:47:14 | Rye Mountain: 👏👏👏👏👏👏👏
1:47:14 | SukiKirai: that was amazing
1:47:14 | Takeshi: 888888888888888ç
1:47:15 | Theodore Kaczynski: How long have you been practicing guitar?
1:47:16 | Alexander Holzer: 👏👏👏👏👏👏👏👏👏👏👏👏
1:47:16 | Stray Wolf: 👏👏👏
1:47:16 | Sheep: I love it!
1:47:16 | BasedBug: You did very well!
1:47:16 | Cruzer: 👏👏👏👏👏👏
1:47:16 | stuffed idiot: 8888888888
1:47:18 | フェットチーネ: 👏👏👏👏
1:47:18 | Mayor Martin: that was amazing!
1:47:19 | hohoemikuma: yah!
1:47:19 | Tachi: FLCL suki
1:47:19 | Stray Wolf: 👏👏👏👏👏👏👏
1:47:19 | Juvisy: Wonderful 
1:47:20 | ThatVidyaGuy: 👏👏👏👏👏👏👏👏👏👏
1:47:21 | Canna: So faqing good! 
1:47:22 | CantDood: impossibly comfy
1:47:22 | gyroninja: 88888888888888
1:47:22 | ellescer: that was pretty good, you sing better than me lol
1:47:22 | Cake Cheese: 👏👏👏👏👏
1:47:23 | Theblekedet: And you slayed it beatani!
1:47:23 | Idle Bear: FLCL
1:47:24 | Hanabi: amazing
1:47:24 | Stray Wolf: FLCL 
1:47:25 | Flux: 8888888888888888888888888888
1:47:25 | Absolute Link: 👏👏👏👏🐻‍❄
1:47:25 | コンティニュアム ー Continuum: 👏👏👏👏👏
1:47:26 | CommanderMichael: 8 8 8 8 8 8 8 8 8
1:47:27 | Sol Codguy: 👏👏👏👏👏👏👏👏👏
1:47:30 | Stray Wolf: based 
1:47:30 | Sunspots: 👏👏👏👏👏
1:47:31 | Voltage: 🎶🎵🎶🎵🎶🎶🎶🎵🎶 🍀🐻‍❄️🎸🍀🐻‍❄️🍀🐻‍❄️🍀
1:47:32 | Takeshi: You did great beatani! 
1:47:33 | Mew: BASED TASTE!
1:47:34 | Mizuki Arisu: Amazing!!!
1:47:36 | CommanderMichael: 👏 👏
1:47:37 | Question Box: holy based
1:47:37 | Fake Name: FLCL was my childhood too
1:47:38 | stuffed idiot: I hope we get a cover of that
1:47:43 | Stray Wolf: back when Gainax still had soul 
1:47:46 | Mister Eko: 😌
1:47:57 | (Verified, Moderator) Streamlabs: 100Percent_Orange_Juice just tipped $9.68 dayo!
1:47:58 | Rob G.: ah Rickenbacker bass
1:48:06 | Stray Wolf: Duvet?
1:48:14 | Shippo: based Orange Juice
1:48:14 | Voltage: mic on forehead so soil is broadcasted
1:48:18 | Voltage: soul
1:48:26 | Sheep: noice
1:48:27 | Chloro [クロロ]: Oooh mongol800!
1:48:30 | MBmasher: lets gOOOOO
1:48:33 | Destoroyar Fortress: I KNOW THAT SOOONG
1:48:34 | max r: love this song yeahh!!
1:48:35 | Stray Wolf: Chiisana koi 
1:48:36 | Takeshi: ooooh
1:48:38 | ellescer: sweeeet
1:48:39 | Sol Codguy: LETS GOOOOOOOOO
1:48:39 | パナナナダ: takagi-san song
1:48:39 | Theblekedet: Let's goo!
1:48:40 | Takeshi: shiteru
1:48:41 | imalittle cupcake: LET'S FUCKING GOOOOO
1:48:41 | Canna: This bear
1:48:47 | Fluffy Fish: IKZ
1:48:50 | BasedBug: LET'S GOOOOOOOO
1:48:53 | estratos13: 🕯️🐻❄️🕯️
1:48:56 | Voltage: YAHHHHHH LETS GOOOOO 🎵🎶🎵🎶🎶🎵🎶🎵🎵🎶
1:48:56 | Alexander Holzer: Ohhhhh my god
1:48:56 | Flux: LETS GOOOOOOOOOO
1:48:56 | Stray Wolf: 🧨🐻‍❄🧨
1:48:57 | Tachi: LET'S GOOOO
1:48:57 | Megiddo: Ah right, someone had requested this one, nice
1:48:58 | Cool bug Fact's: 🧨🐻🧨
1:49:03 | Shippo: 🧨🐻‍❄🎸🧨
1:49:06 | hohoemikuma: 💙
1:49:09 | Destoroyar Fortress: THIS BEAR IS SO BASED LET'S GOOOOOO
1:49:11 | Voltage: flcl is best
1:49:12 | CantDood: cute!
1:49:12 | Cool bug Fact's: 🐻🎸🎶🎶
1:49:13 | SpaceTalon: ❤
1:49:15 | imalittle cupcake: 🧨🐻‍❄🧨
1:49:16 | Megiddo: 🍀🐻‍❄🎸🎤🎶
1:49:20 | ThatVidyaGuy: 🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸🍀
1:49:21 | Chloro [クロロ]: 🐻🎶🐻🎶🐻🎶
1:49:22 | Shippo: 🧨🐻‍❄🎸🧨
1:49:29 | Steven Frati: 🎸🐻‍❄🎸
1:49:29 | Destoroyar Fortress: 🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨
1:49:30 | Rye Mountain: 🐻‍❄🎸🎶
1:49:32 | gyroninja: oh this song
1:49:37 | BasedBug: 🐻‍❄🍀🐻‍❄🎶🐻‍❄
1:49:37 | Tachi: 🎸🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸
1:49:38 | Simón: 🐻‍❄❤🐻‍❄❤🐻‍❄❤
1:49:39 | Theblekedet: 🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸
1:49:46 | Shippo: 🧨🐻‍❄🎸🧨
1:49:47 | Andrew Ryan: この曲えもおおい。This song is so emotional
1:49:50 | ThatVidyaGuy: 🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸
1:49:52 | Sol Codguy: 🐻‍❄🎸🎶
1:49:52 | hohoemikuma: aaaa
1:49:55 | max r: 🧨🐻‍❄🧨
1:49:56 | imalittle cupcake: BEAUTIFUL
1:50:02 | Cool bug Fact's: 🎸🐻🎸
1:50:04 | hohoemikuma: 🍀🐻‍❄🎸🎤🎶
1:50:14 | Sol Codguy: 🧨🐻‍❄🧨
1:50:17 | CommanderMichael: ❤ ❤ 🎶 🎶
1:50:19 | Shippo: 🧨🐻‍❄🎸🧨
1:50:24 | Lord NAETO: 🧨🐻‍❄🧨🐻‍❄🎸🐻‍❄🎸
1:50:25 | Tachi: 🎸🐻‍❄🎸🐻‍❄🎸
1:50:34 | TWAIN: 🎸🐻‍❄️🎸🐻‍❄️🎸
1:50:36 | Stray Wolf: 🧨🐻‍❄🧨
1:50:37 | imalittle cupcake: 🧨🐻‍❄🧨
1:50:51 | Theblekedet: 🧨🐻‍❄🎸🧨🧨🐻‍❄🎸🧨
1:50:53 | Question Box: 🧨🐻‍❄🧨
1:50:57 | Sol Codguy: 🧨🐻‍❄🧨
1:50:58 | Cool bug Fact's: 🎶🎤🐻🎸🎶
1:50:59 | Shippo: 🧨🐻‍❄🎸🧨
1:51:03 | Voltage: 🧨 🐻‍❄️🍀
1:51:08 | Raziel: 🙌
1:51:12 | Megiddo: 🍀🐻‍❄🎸🎤🎶
1:51:15 | Question Box: 🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨
1:51:18 | Cool bug Fact's: 🧨🐻🧨
1:51:20 | hohoemikuma: 💙🐻‍❄🎸🎶
1:51:24 | BasedBug: 🧨🐻‍❄🧨
1:51:27 | imalittle cupcake: 🧨🐻‍❄🧨
1:51:31 | Hanabi: 🧨🐻‍❄🎸🧨
1:51:36 | imalittle cupcake: If that one dad was in hell, I'm pretty sure I'm in heaven right now
1:51:37 | Mew: 🧨🐻‍❄🧨
1:51:37 | Suukotto Funsha: 🧨🐻‍❄🧨
1:51:41 | ThatVidyaGuy: 🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸🍀
1:51:47 | Shippo: 🧨🐻‍❄🎸🧨
1:51:53 | Rye Mountain: 🧨🐻‍❄🧨
1:51:54 | Stray Wolf: 🧨🐻‍❄🧨
1:51:54 | Theodore Kaczynski: This is purgatory
1:51:55 | Shippo: 88888888888
1:51:57 | gyroninja: 888888888
1:51:59 | Question Box: 🧨🐻‍❄🧨
1:52:01 | Cool bug Fact's: 🧨🐻🧨
1:52:02 | Destoroyar Fortress: 🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨
1:52:03 | Theblekedet: 🧨🐻‍❄🎸🧨
1:52:04 | Mayor Martin: 🧨🐻‍❄🧨
1:52:07 | max r: 🧨🐻‍❄🧨
1:52:07 | Tachi: 🎸🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸
1:52:09 | Shippo: 🧨🐻‍❄🎸🧨
1:52:10 | Sol Codguy: 🧨🐻‍❄🧨
1:52:13 | Voltage: very cute bear the cutest even!
1:52:14 | BasedBug: 🧨🐻‍❄🧨 🧨🐻‍❄🧨
1:52:15 | Ludd: 🎸🧨🐻🧨🎸
1:52:17 | estratos13: 🧨🐻🧨
1:52:20 | hohoemikuma: 🧨🐻‍❄🧨 
1:52:22 | Idle Bear: 🧨🐻‍❄🧨
1:52:23 | ellescer: 🤘
1:52:24 | imalittle cupcake: 🧨🐻‍❄🧨
1:52:28 | Megiddo: 🍀🐻‍❄🎸🎤🎶
1:52:30 | Simón: 🐻‍❄❤🐻‍❄❤🐻‍❄❤
1:52:34 | vinixox: UOOOOOOOOOOOOOOOOOOH
1:52:37 | Sol Codguy: 🧨🐻‍❄🧨
1:52:44 | Sunspots: 🧨🎤🐻‍❄🎸🧨
1:52:47 | Shippo: 🧨🐻‍❄🎸🧨
1:52:47 | Question Box: 🧨🐻‍❄🧨🧨🐻‍❄🧨🧨🐻‍❄🧨
1:52:47 | Flux: SOUL
1:52:47 | Theblekedet: 🐻‍❄🎸🐻‍❄🎸🐻‍❄🎸
1:52:48 | MBmasher: 🧨🐻‍❄🧨
1:52:51 | Cool bug Fact's: 🧨🐻🧨🎶🎸🎤🐻
1:52:52 | imalittle cupcake: Based based based based based based based
1:52:59 | hohoemikuma: overflowing soul 🧨🐻‍❄🧨
1:53:02 | TWAIN: 🧨🐻‍❄️🎸🧨
1:53:08 | Ludd: 🎸🧨🐻🧨🎸
1:53:08 | ThatVidyaGuy: 👏👏👏👏👏👏👏👏👏👏👏👏👏
1:53:09 | Kyle: 👏👏👏
1:53:09 | Cool bug Fact's: 👏👏👏👏👏👏👏👏
1:53:09 | Fluffy Fish: 88888888
1:53:10 | Mew: 👏👏👏👏👏
1:53:11 | Suukotto Funsha: 👏👏👏👏👏
1:53:12 | Shippo: 88888888888888
1:53:12 | Tachi: 👏👏👏👏👏
1:53:12 | BasedBug: Very nice!
1:53:13 | Rye Mountain: 👏👏👏👏👏👏👏👏👏👏👏👏
1:53:13 | Chloro [クロロ]: 👏👏👏👏👏👏 最高!
1:53:14 | hohoemikuma: 👏👏👏👏👏👏👏👏
1:53:14 | Megiddo: 8888888888888888
1:53:14 | pakkanen: that was so good
1:53:14 | imalittle cupcake: BRAVO! 👏👏👏👏👏👏👏👏👏
1:53:15 | max r: 88 8 8 8 8
1:53:15 | Why485: 👏👏👏👏👏👏👏👏👏👏👏
1:53:16 | ElectroGeek007: 👏👏👏👏👏👏
1:53:16 | MBmasher: 👏👏👏👏👏👏👏👏👏👏👏
1:53:17 | gyroninja: 888888
1:53:17 | フェットチーネ: 👏👏👏👏👏
1:53:19 | Verijero: nice
1:53:19 | パナナナダ: 8888
1:53:21 | Alex santos: 👏👏👏👏👏👏👏👏👏👏👏
1:53:21 | pakkanen: 👏👏👏👏👏
1:53:21 | Cake Cheese: 👏👏👏👏👏
1:53:23 | Destoroyar Fortress: THANK YOU BEA I LOVE THAT SONG!!!!!
1:53:23 | Canna: 👏👏👏👏👏👏
1:53:23 | Nasty Yukari: Basado!!! 88888
1:53:23 | CantDood: my heart
1:53:23 | Sunspots: 👏👏👏👏👏👏👏
1:53:24 | Zia: ... this is so nice
1:53:24 | Suukotto Funsha: Amazing singing and guitar playing
1:53:26 | SpaceTalon: ❤
1:53:27 | Rye Mountain: 👏👏👏👏👏👏👏👏👏
1:53:27 | Ludd: 👏👏👏👏👏👏
1:53:28 | Zia: 88888
1:53:29 | Mizuki Arisu: YAH!!!!!!
1:53:30 | Alexander Holzer: That was wonderful
1:53:33 | imalittle cupcake: I'VE NEVER HEARD ANYTHING SO BEAUTIFUL
1:53:34 | Sheep: 👏👏👏👏👏👏👏
1:53:34 | Question Box: 👏👏👏👏👏👏👏
1:53:37 | Sol Codguy: 👏👏👏👏
1:53:37 | Simón: You are the best
1:53:38 | Question Box: 👏👏👏👏👏👏👏👏👏
1:53:38 | Rye Mountain: It was very nice to listen to!
1:53:40 | Tachi: I love it! 
1:53:41 | Randel Shurker: Indeed.
1:53:44 | Sheep: it's a nice song
1:53:44 | Nasty Yukari: I loved it just now!
1:53:46 | Theblekedet: THANK YOU SO MUCH
1:53:47 | ThatVidyaGuy: You were so good!
1:53:48 | Destoroyar Fortress: YES I LOVE THAT SONG 
1:53:48 | Antonio Badilla: When you sing it
1:53:49 | Woop Woop: CUTETANI
